,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALP,,,,,,,LNP,,,,,,,GRN,,,,,,,ON,,,,,,,,,,IND,,,,,,,OTH,,,,,,
Division,2022 Primary,2022 Aus Primary,2022 Lean,2025 Primary,2025 Aus Primary,2025 Lean,New PVI,2022 Primary,2022 Aus Primary,2022 Lean,2025 Primary,2025 Aus Primary,2025 Lean,New PVI,2022 Primary,2022 Aus Primary,2022 Lean,2025 Primary,2025 Aus Primary,2025 Lean,New PVI,2022 Primary,2022 Aus Primary,2022 M-Lean,2022 Lean,2025 Primary,2025 Aus Primary,2025 M-Lean,2025 Lean,2025 M-PVI,New PVI,2022 Primary,2022 Aus Primary,2022 Lean,2025 Primary,2025 Aus Primary,2025 Lean,New PVI,2022 Primary,2022 Aus Primary,2022 Lean,2025 Primary,2025 Aus Primary,2025 Lean,New PVI
Capricornia,0.280084248,,-0.04571575203,0.319084248,,-0.02651575203,-0.03131575203,0.3946420703,,0.03764207027,0.3656420703,,0.04744207027,0.04499207027,0.05886089406,,-0.06363910594,0.06186089406,,-0.06013910594,-0.06101410594,0.1456960871,,2.93742111,0.09609608708,0.1556960871,,2.432751361,0.09169608708,2.558918798,0.09279608708,0,,-0.0529,0,,-0.0727,-0.0191,0.1207167006,,0.02871670062,0.09771670062,,0.02121670062,0.02309170062
Herbert,0.2162476415,,-0.1095523585,0.2302476415,,-0.1153523585,-0.1139023585,0.4703739427,,0.1133739427,0.4873739427,,0.1691739427,0.1552239427,0.08179066363,,-0.04070933637,0.09379066363,,-0.02820933637,-0.03133433637,0.05285629473,,1.065651103,0.00325629473,0.05185629473,,0.8102546052,-0.01214370527,0.8741037297,-0.00829370527,0,,-0.0529,0,,-0.0727,-0.0104,0.1787314574,,0.08673145738,0.1367314574,,0.06023145738,0.06685645738
Hinkler,0.2328412272,,-0.09295877282,0.3118412272,,-0.03375877282,-0.04855877282,0.4210473539,,0.06404735394,0.3800473539,,0.06184735394,0.06239735394,0.05515177943,,-0.06734822057,0.07315177943,,-0.04884822057,-0.05347322057,0.08751789485,,1.764473687,0.03791789485,0.1325178949,,2.070592107,0.06851789485,1.994062502,0.06086789485,-2.831820384e-05,,-0.0529283182,0.0292716818,,-0.0434283182,-0.0458033182,0.2034700628,,0.1114700628,0.0731700628,,-0.003329937197,0.0253700628
Longman,0.3146162111,,-0.01118378893,0.3546162111,,0.009016211074,0.003966211074,0.38153769,,0.02453768997,0.36053769,,0.04233768997,0.03788768997,0.07253275267,,-0.04996724733,0.09853275267,,-0.02346724733,-0.03009224733,0.08292642439,,1.671903718,0.03332642439,0.09892642439,,1.545725381,0.03492642439,1.577269965,0.03452642439,0,,-0.0529,0,,-0.0727,,0.1483869219,,0.0563869219,0.0873869219,,0.0108869219,0.0222619219
Groom,0.1873372668,,-0.1384627332,0.1663372668,,-0.1792627332,-0.1690627332,0.436850995,,0.07985099498,0.409850995,,0.09165099498,0.08870099498,0.0587460908,,-0.0637539092,0.0557460908,,-0.0662539092,-0.0656289092,0.09552597415,,1.925926898,0.04592597415,0.09552597415,,1.492593346,0.03152597415,1.600926734,0.03512597415,0.1542991145,,0.1013991145,0.2072991145,,0.1345991145,0.1262991145,0.06724055882,,-0.02475944118,0.06524055882,,-0.01125944118,-0.01463444118
McPherson,0.2203054055,,-0.1054945945,0.2343054055,,-0.1112945945,-0.1098445945,0.4351832536,,0.07818325361,0.3591832536,,0.04098325361,0.05028325361,0.1540919611,,0.03159196112,0.08409196112,,-0.03790803888,-0.02053303888,0.07250151726,,1.461724138,0.02290151726,0.04350151726,,0.6797112071,-0.02049848274,0.8752144399,-0.009648482744,4.886077251e-05,,-0.05285113923,0.1500488608,,0.07734886077,0.0773,0.1178690017,,0.0258690017,0.1288690017,,0.0523690017,0.0457440017
Moncrieff,0.208572693,,-0.117227307,0.244572693,,-0.101027307,-0.105077307,0.4591037219,,0.1021037219,0.4191037219,,0.1009037219,0.1012037219,0.1202694217,,-0.002230578315,0.09526942169,,-0.02673057831,-0.02060557831,0.07074847996,,1.426380644,0.02114847996,0.05874847996,,0.9179449993,-0.005251520045,1.045053911,0.001348479955,3.648107171e-05,,-0.05286351893,0.09003648107,,0.01733648107,0.0173,0.1412692024,,0.0492692024,0.0922692024,,0.0157692024,0.0241442024
Dawson,0.2451054556,,-0.08069454442,0.2621054556,,-0.08349454442,-0.08279454442,0.4328054596,,0.07580545964,0.4168054596,,0.09860545964,0.09290545964,0.0725203721,,-0.0499796279,0.0705203721,,-0.0514796279,-0.0511046279,0.133175976,,2.684999515,0.08357597595,0.104175976,,1.627749624,0.04017597595,1.892062097,0.05102597595,0,,-0.0529,0,,-0.0727,,0.1163927367,,0.02439273673,0.1463927367,,0.06989273673,0.05851773673
Kennedy,0.1609482594,,-0.1648517406,0.1639482594,,-0.1816517406,-0.1774517406,0.2820604464,,-0.0749395536,0.2380604464,,-0.0801395536,-0.0788395536,0.06428357533,,-0.05821642467,0.05928357533,,-0.06271642467,-0.06159142467,6.668244543e-07,,1.344404142e-05,-0.04959933318,0.07760066682,,1.212510419,0.01360066682,0.9093861754,-0.002199333176,-5.902631281e-06,,-0.05290590263,0.01679409737,,-0.05590590263,-0.0559,0.4927129547,,0.4007129547,0.4443129547,,0.3678129547,0.3760379547
Leichhardt,0.2758454197,,-0.04995458027,0.3648454197,,0.01924541973,0.001945419726,0.3674040883,,0.01040408828,0.2724040883,,-0.04579591172,-0.03174591172,0.09995977316,,-0.02254022684,0.09295977316,,-0.02904022684,-0.02741522684,0.07416801744,,1.495322932,0.02456801744,0.08016801744,,1.252625272,0.01616801744,1.313299687,0.01826801744,-2.588399602e-05,,-0.052925884,0.017574116,,-0.055125884,-0.0551,0.1826485854,,0.09064858539,0.1720485854,,0.09554858539,0.09432358539
Flynn,0.3355305244,,0.009730524373,0.2505305244,,-0.09506947563,-0.06886947563,0.369186273,,0.012186273,0.374186273,,0.055986273,0.045036273,0.04388656518,,-0.07861343482,0.05688656518,,-0.06511343482,-0.06848843482,0.1222420421,,2.464557301,0.07264204213,0.1422420421,,2.222531908,0.07824204213,2.283038257,0.07684204213,0.04094617869,,-0.01195382131,0.04994617869,,-0.02275382131,-0.02005382131,0.08820841663,,-0.003791583372,0.1262084166,,0.04970841663,0.03633341663
Fairfax,0.2186042072,,-0.1071957928,0.2486042072,,-0.09699579281,-0.09954579281,0.4488902096,,0.09189020964,0.3788902096,,0.06069020964,0.06849020964,0.1342170593,,0.01171705929,0.1022170593,,-0.01978294071,-0.01190794071,0.0651301059,,1.313106974,0.0155301059,0.0741301059,,1.158282905,0.0101301059,1.196988922,0.0114801059,-1.478279663e-05,,-0.0529147828,0.1341852172,,0.0614852172,0.0615,0.1331732008,,0.04117320078,0.06197320078,,-0.01452679922,-0.000601799222
Fisher,0.2336686474,,-0.09213135256,0.2226686474,,-0.1229313526,-0.1152313526,0.4422398541,,0.08523985414,0.3722398541,,0.05403985414,0.06183985414,0.1381915052,,0.01569150517,0.09619150517,,-0.02580849483,-0.01543349483,0.09276541292,,1.870270422,0.04316541292,0.06076541292,,0.9494595769,-0.003234587075,1.179662288,0.008365412925,-0.0001176311702,,-0.05301763117,0.1628823688,,0.09018236883,0.0902,0.09325221149,,0.001252211493,0.08525221149,,0.008752211493,0.006877211493
Maranoa,0.1524614739,,-0.1733385261,0.1604614739,,-0.1851385261,-0.1821885261,0.5627698363,,0.2057698363,0.5317698363,,0.2135698363,0.2116198363,0.04851146007,,-0.07398853993,0.05151146007,,-0.07048853993,-0.07136353993,0.1190255817,,2.399709309,0.0694255817,0.1230255817,,1.922274714,0.0590255817,2.041633363,0.0616255817,0,,-0.0529,0,,-0.0727,,0.117231648,,0.02523164802,0.133231648,,0.05673164802,0.04885664802
Wide Bay,0.2124636249,,-0.1133363751,0.2594636249,,-0.08613637514,-0.09293637514,0.4345701483,,0.07757014832,0.3905701483,,0.07237014832,0.07367014832,0.09446884781,,-0.02803115219,0.08646884781,,-0.03553115219,-0.03365615219,0.1024608374,,2.065742689,0.05286083738,0.1204608374,,1.882200584,0.05646083738,1.92808611,0.05556083738,1.921265686e-05,,-0.05288078734,0.04851921266,,-0.02418078734,-0.0242,0.156017329,,0.06401732897,0.09451732897,,0.01801732897,0.02951732897
Wright,0.2141730478,,-0.1116269522,0.2541730478,,-0.0914269522,-0.0964769522,0.4315942797,,0.07459427965,0.3405942797,,0.02239427965,0.03544427965,0.1142935036,,-0.008206496351,0.09529350365,,-0.02670649635,-0.02208149635,0.1425413882,,2.873818311,0.09294138825,0.1625413882,,2.539709191,0.09854138825,2.623236471,0.09714138825,0,,-0.0529,0,,-0.0727,,0.09739778065,,0.005397780649,0.1473977806,,0.07089778065,0.05452278065
Cowan,0.4574526914,,0.1316526914,0.4662526914,,0.1206526914,0.1234026914,0.3095554852,,-0.04744451483,0.2416554852,,-0.07654451483,-0.06926951483,0.09993120625,,-0.02256879375,0.1078312062,,-0.01416879375,-0.01626879375,0.02944436609,,0.5936364131,-0.02015563391,0.05064436609,,0.7913182201,-0.01335563391,0.7418977683,-0.01505563391,4.154835086e-05,,-0.05285845165,0.03554154835,,-0.03715845165,-0.0372,0.1035747028,,0.01157470278,0.09807470278,,0.02157470278,0.01907470278
Curtin,0.1375274481,,-0.1882725519,0.1483274481,,-0.1972725519,-0.1950225519,0.4136173292,,0.05661732923,0.4028173292,,0.08461732923,0.07761732923,0.1034694954,,-0.01903050461,0.07816949539,,-0.04383050461,-0.03763050461,0.01214259027,,0.2448102877,-0.03745740973,0.02594259027,,0.405352973,-0.03805740973,0.3652173017,-0.03790740973,0.2971842389,,0.2442842389,0.3222842389,,0.2495842389,0.2482592389,0.03605889813,,-0.05594110187,0.02245889813,,-0.05404110187,-0.05451610187
Perth,0.3914204699,,0.06562046995,0.4305204699,,0.08492046995,0.08009546995,0.2720965877,,-0.08490341233,0.2608965877,,-0.05730341233,-0.06420341233,0.220068455,,0.09756845503,0.245268455,,0.123268455,0.116843455,0.02621448735,,0.5285178901,-0.02338551265,0.06331448735,,0.9892888648,-0.0006855126509,0.8740961211,-0.006360512651,0,,-0.0529,0,,-0.0727,,0.0902,,-0.0018,0,,-0.0765,-0.057825
Fremantle,0.4406471948,,0.1148471948,0.3860471948,,0.04044719475,0.05904719475,0.2415244296,,-0.1154755704,0.1885244296,,-0.1296755704,-0.1261255704,0.1802683932,,0.05776839322,0.1155683932,,-0.006431606776,0.009618393224,0.03174755704,,0.6400717144,-0.01785244296,0.06114755704,,0.9554305787,-0.002852442965,0.8765908626,-0.006602442965,-1.106432978e-06,,-0.05290110643,0.2300988936,,0.1573988936,0.1574,0.1058135318,,0.01381353177,0.01861353177,,-0.05788646823,-0.03996146823
Swan,0.4005024013,,0.0747024013,0.4263024013,,0.0807024013,0.0792024013,0.3162019943,,-0.0407980057,0.2693019943,,-0.0488980057,-0.0468730057,0.1507677249,,0.02826772487,0.1748677249,,0.05286772487,0.04671772487,0.02480797721,,0.5001608308,-0.02479202279,0.05220797721,,0.8157496439,-0.01179202279,0.7368524406,-0.01504202279,0,,-0.0529,0,,-0.0727,,0.1077199023,,0.01571990232,0.07731990232,,0.0008199023199,0.00454490232
Tangney,0.3815344623,,0.05573446225,0.4250344623,,0.07943446225,0.07350946225,0.395813365,,0.03881336505,0.342613365,,0.02441336505,0.02801336505,0.1235303466,,0.001030346605,0.1298303466,,0.007830346605,0.006130346605,0.02092402267,,0.4218552957,-0.02867597733,0.04072402267,,0.6363128542,-0.02327597733,0.5826984646,-0.02462597733,0,,-0.0529,0,,-0.0727,,0.07819780343,,-0.01380219657,0.06179780343,,-0.01470219657,-0.01447719657
Bullwinkel,0.3645603684,,0.03876036842,0.3194603684,,-0.02613963158,-0.009914631583,0.3434966369,,-0.01350336314,0.3703,,0.0521,0.03569915921,0.1129538103,,-0.009546189712,0.1120538103,,-0.009946189712,-0.009846189712,0.04329455018,,0.8728739956,-0.00630544982,0.08609455018,,1.345227347,0.02209455018,1.227139009,0.01499455018,0,,-0.0529,0,,-0.0727,,0.1356946343,,0.04369463426,0.112,,0.0355,0.03754865856
Hasluck,0.4364428201,,0.1106428201,0.4835428201,,0.1379428201,0.1311178201,0.3014884711,,-0.05551152892,0.2215884711,,-0.09661152892,-0.08633652892,0.1142664085,,-0.008233591485,0.1246664085,,0.002666408515,-5.859148518e-05,0.03498258731,,0.705294099,-0.01461741269,0.07378258731,,1.152852927,0.009782587309,1.04096322,0.003682587309,0,,-0.0529,0,,-0.0727,,0.112819713,,0.02081971303,0.09641971303,,0.01991971303,0.02014471303
Pearce,0.423970792,,0.098170792,0.400670792,,0.055070792,0.065845792,0.3012293232,,-0.05577067681,0.2852293232,,-0.03297067681,-0.03867067681,0.1123629015,,-0.01013709847,0.1186629015,,-0.003337098468,-0.005037098468,0.04695696839,,0.9467130723,-0.002643031613,0.09265696839,,1.447765131,0.02865696839,1.322502116,0.02083196839,0,,-0.0529,0,,-0.0727,,0.1154800149,,0.02348001488,0.1027800149,,0.02628001488,0.02558001488
Moore,0.3189120866,,-0.006887913363,0.3251120866,,-0.02048791336,-0.01708791336,0.4180509861,,0.06105098608,0.3144509861,,-0.003749013918,0.01245098608,0.1410693514,,0.01856935144,0.1111693514,,-0.01083064856,-0.003480648558,0.03270265732,,0.6593277685,-0.01689734268,0.04530265732,,0.7078540206,-0.01869734268,0.6957224576,-0.01824734268,2.45242753e-05,,-0.05287547572,0.1627245243,,0.09002452428,0.09,0.08924039425,,-0.002759605755,0.04124039425,,-0.03525960575,-0.02713460575
Brand,0.5068056529,,0.1810056529,0.4586056529,,0.1130056529,0.1300056529,0.2180443349,,-0.1389556651,0.1969443349,,-0.1212556651,-0.1256806651,0.1128339695,,-0.009666030514,0.1323339695,,0.01033396949,0.005333969486,0.05311484652,,1.070863841,0.003514846524,0.1275148465,,1.992419477,0.06351484652,1.762030568,0.04851484652,0,,-0.0529,0,,-0.0727,,0.1092011963,,0.01720119625,0.08460119625,,0.008101196251,0.01037619625
Burt,0.4976475798,,0.1718475798,0.4673475798,,0.1217475798,0.1342725798,0.247994039,,-0.109005961,0.191294039,,-0.126905961,-0.122430961,0.09526356405,,-0.02723643595,0.1148635641,,-0.007136435947,-0.01216143595,0.0484782432,,0.9773839356,-0.001121756796,0.0991782432,,1.54966005,0.0351782432,1.406591021,0.0261032432,-1.483215288e-05,,-0.05291483215,0.02178516785,,-0.05091483215,-0.0509,0.1106314061,,0.01863140611,0.1055314061,,0.02903140611,0.02643140611
Canning,0.3498451777,,0.0240451777,0.2990451777,,-0.0465548223,-0.0289048223,0.415689027,,0.058689027,0.425189027,,0.106989027,0.094914027,0.08319356464,,-0.03930643536,0.08909356464,,-0.03290643536,-0.03450643536,0.04624150447,,0.9322883965,-0.003358495534,0.1141415045,,1.783461007,0.05014150447,1.570667855,0.03676650447,0,,-0.0529,0,,-0.0727,,0.1050307262,,0.0130307262,0.0725307262,,-0.003969273799,0.0002807262015
Durack,0.2875987722,,-0.0382012278,0.2339987722,,-0.1116012278,-0.0932512278,0.3539783361,,-0.0030216639,0.3287783361,,0.0105783361,0.0071783361,0.09500805348,,-0.02749194652,0.08180805348,,-0.04019194652,-0.03701694652,0.07041626157,,1.419682693,0.02081626157,0.1008162616,,1.575254087,0.03681626157,1.536361238,0.03281626157,0,,-0.0529,0,,-0.0727,,0.1929985767,,0.1009985767,0.2545985767,,0.1780985767,0.1588235767
O'Connor,0.2673652161,,-0.05843478391,0.2105652161,,-0.1350347839,-0.1158847839,0.4449731874,,0.08797318744,0.3444731874,,0.02627318744,0.04169818744,0.1089089891,,-0.01359101088,0.1000089891,,-0.02199101088,-0.01989101088,0.06899642033,,1.391056862,0.01939642033,0.1103964203,,1.724944068,0.04639642033,1.641472266,0.03964642033,0,,-0.0529,0,,-0.0727,,0.109756187,,0.01775618701,0.234556187,,0.158056187,0.122981187
Forrest,0.2757542164,,-0.0500457836,0.2254542164,,-0.1201457836,-0.1026207836,0.4307030908,,0.07370309078,0.3118030908,,-0.006396909217,0.01362809078,0.1345280362,,0.01202803624,0.07882803624,,-0.04317196376,-0.02937196376,0.0524733513,,1.05793047,0.002873351298,0.0871733513,,1.362083614,0.0231733513,1.286045328,0.0180983513,-4.601687161e-05,,-0.05294601687,0.1830539831,,0.1103539831,0.1104,0.1065873222,,0.01458732216,0.1136873222,,0.03718732216,0.03153732216
Adelaide,0.3997651491,,0.07396514914,0.4648651491,,0.1192651491,0.1079401491,0.3199622111,,-0.03703778892,0.2416622111,,-0.07653778892,-0.06666278892,0.2009940108,,0.07849401082,0.1896940108,,0.06769401082,0.07039401082,0.02987915838,,0.6024023866,-0.01972084162,0.04017915838,,0.6277993496,-0.02382084162,0.6214501089,-0.02279584162,0,,-0.0529,0,,-0.0727,,0.04939947059,,-0.04260052941,0.06359947059,,-0.01290052941,-0.02032552941
Hindmarsh,0.4218129865,,0.09601298646,0.4814129865,,0.1358129865,0.1258629865,0.3279284429,,-0.02907155711,0.2310284429,,-0.08717155711,-0.07264655711,0.1386549431,,0.01615494305,0.1355549431,,0.01355494305,0.01420494305,0.03933726561,,0.7930900324,-0.01026273439,0.04973726561,,0.7771447751,-0.01426273439,0.7811310894,-0.01326273439,-2.035102382e-05,,-0.05292035102,0.01587964898,,-0.05682035102,-0.0568,0.07228671302,,-0.01971328698,0.08638671302,,0.009886713019,0.002486713019
Sturt,0.3065603259,,-0.01923967406,0.3528603259,,0.007260325943,0.0006353259431,0.4314269274,,0.07442692744,0.3434269274,,0.02522692744,0.03752692744,0.1638846385,,0.0413846385,0.1561846385,,0.0341846385,0.0359846385,0.02574684429,,0.5190896027,-0.02385315571,0.03444684429,,0.5382319421,-0.02955315571,0.5334463572,-0.02812815571,2.188377712e-05,,-0.05287811622,0.07182188378,,-0.0008781162229,-0.0009,0.07235938004,,-0.01964061996,0.04125938004,,-0.03524061996,-0.03134061996
Boothby,0.3232436189,,-0.002556381084,0.4262436189,,0.08064361892,0.05984361892,0.3799451069,,0.02294510691,0.3248451069,,0.006645106912,0.01072010691,0.1520383402,,0.02953834019,0.1708383402,,0.04883834019,0.04401334019,0.02043944383,,0.4120855612,-0.02916055617,0.03033944383,,0.4740538099,-0.03366055617,0.4585617477,-0.03253555617,0.0746,,0.0217,0,,-0.0727,0.0217,0.04973349014,,-0.04226650986,0.04773349014,,-0.02876650986,-0.03214150986
Kingston,0.4909630995,,0.1651630995,0.5302630995,,0.1846630995,0.1797880995,0.2584904299,,-0.09850957008,0.1862904299,,-0.1319095701,-0.1235595701,0.1244247748,,0.001924774835,0.1344247748,,0.01242477483,0.009799774835,0.04857428014,,0.979320164,-0.001025719863,0.06227428014,,0.9730356271,-0.001725719863,0.9746067614,-0.001550719863,0.0271,,-0.0258,0,,-0.0727,-0.0258,0.05044741559,,-0.04155258441,0.08674741559,,0.01024741559,-0.002702584409
Makin,0.4630379319,,0.1372379319,0.4782379319,,0.1326379319,0.1337879319,0.3143841241,,-0.04261587595,0.2248841241,,-0.09331587595,-0.08064087595,0.1144329012,,-0.008067098768,0.1237329012,,0.001732901232,-0.0007170987678,0.0473776237,,0.9551940261,-0.002222376305,0.0673776237,,1.05277537,0.003377623695,1.028380034,0.001977623695,0,,-0.0529,0,,-0.0727,,0.06076741908,,-0.03123258092,0.1057674191,,0.02926741908,0.01414241908
Spence,0.4386012789,,0.1128012789,0.4433012789,,0.09770127889,0.1014762789,0.2555956184,,-0.1014043816,0.1868956184,,-0.1313043816,-0.1238293816,0.1134723349,,-0.009027665104,0.1448723349,,0.0228723349,0.0148973349,0.1085732437,,2.188976687,0.05897324365,0.09547324365,,1.491769432,0.03147324365,1.666071246,0.03834824365,2.784882731e-05,,-0.05287215117,0.02462784883,,-0.04807215117,-0.0481,0.0837296753,,-0.008270324697,0.1048296753,,0.0283296753,0.0191796753
Barker,0.208511235,,-0.117288765,0.224911235,,-0.120688765,-0.119838765,0.5323505455,,0.1753505455,0.4825505455,,0.1643505455,0.1671005455,0.07414423533,,-0.04835576467,0.08154423533,,-0.04045576467,-0.04243076467,0.06576736391,,1.325954918,0.01616736391,0.08196736391,,1.280740061,0.01796736391,1.292043775,0.01751736391,0.04826651397,,-0.004633486028,0.05856651397,,-0.01413348603,-0.01175848603,0.07096010633,,-0.02103989367,0.07046010633,,-0.006039893666,-0.009789893666
Grey,0.2140446759,,-0.1117553241,0.2250446759,,-0.1205553241,-0.1183553241,0.4531646251,,0.09616462514,0.3488646251,,0.03066462514,0.04703962514,0.06775925188,,-0.05474074812,0.05915925188,,-0.06284074812,-0.06081574812,0.06256224118,,1.261335508,0.01296224118,0.09966224118,,1.557222519,0.03566224118,1.483250766,0.02998724118,0.1254819669,,0.07258196686,0.1753819669,,0.1026819669,0.09515696686,0.07698723908,,-0.01501276092,0.09188723908,,0.01538723908,0.007787239079
Mayo,0.1741332412,,-0.1516667588,0.2134332412,,-0.1321667588,-0.1370417588,0.2702642904,,-0.08673570961,0.2360642904,,-0.08213570961,-0.08328570961,0.1178857136,,-0.004614286399,0.1361857136,,0.0141857136,0.009485713601,0.04105684843,,0.8277590409,-0.008543151571,0.05985684843,,0.9352632567,-0.004143151571,0.9083872027,-0.005243151571,0,,-0.0529,0,,-0.0727,-0.06775,0.3966599064,,0.3046599064,0.3544599064,,0.2779599064,0.2846349064
Clark,0.1875857029,,-0.1382142971,0.2004857029,,-0.1451142971,-0.1433892971,0.1585112422,,-0.1984887578,0.1368112422,,-0.1813887578,-0.1856637578,0.1345097896,,0.01200978958,0.1319097896,,0.009909789578,0.01043478958,0.02596591195,,0.5235062893,-0.02363408805,0.04196591195,,0.6557173742,-0.02203408805,0.622664603,-0.02243408805,0.4554273534,,0.4025273534,0.4888273534,,0.4161273534,0.4127273534,0.038,,-0.054,0,,-0.0765,-0.070875
Franklin,0.3668853705,,0.04108537051,0.3902853705,,0.04468537051,0.04378537051,0.2672680783,,-0.08973192174,0.1883680783,,-0.1298319217,-0.1198069217,0.1736363893,,0.05113638932,0.1048363893,,-0.01716361068,-8.861068243e-05,0.0285063404,,0.5747246049,-0.0210936596,0.0496063404,,0.7750990688,-0.0143936596,0.7250054528,-0.0160686596,3.821506108e-06,,-0.05289617849,0.2669038215,,0.1942038215,0.1942,0.1637,,0.0717,0,,-0.0765,-0.03945
Bass,0.2861320949,,-0.03966790513,0.3963320949,,0.05073209487,0.02813209487,0.3973257899,,0.04032578987,0.3144257899,,-0.003774210129,0.007250789871,0.1110074503,,-0.01149254965,0.1289074503,,0.006907450345,0.002307450345,0.04709593262,,0.9495147706,-0.00250406738,0.06479593262,,1.012436447,0.0007959326201,0.996706028,-2.906737995e-05,0.05030339135,,-0.002596608654,0.05380339135,,-0.01889660865,-0.01482160865,0.108135341,,0.01613534095,0.04173534095,,-0.03476465905,-0.02203965905
Braddon,0.2250298236,,-0.1007701764,0.3952298236,,0.04962982362,0.01202982362,0.4410755746,,0.08407557456,0.3166755746,,-0.001524425441,0.01987557456,0.06722009621,,-0.05527990379,0.08442009621,,-0.03757990379,-0.04200490379,0.0433827365,,0.8746519457,-0.006217263495,0.0762827365,,1.191917758,0.0122827365,1.112601305,0.007657736505,0.07839599145,,0.02549599145,0.08249599145,,0.009795991448,0.01372099145,0.1448957777,,0.05289577766,0.04489577766,,-0.03160422234,-0.01047922234
Lyons,0.2904100791,,-0.03538992087,0.4308100791,,0.08521007913,0.05506007913,0.3721652853,,0.0151652853,0.2620652853,,-0.0561347147,-0.0383097147,0.1143348605,,-0.008165139525,0.1088348605,,-0.01316513953,-0.01191513953,0.05352459392,,1.079124877,0.003924593919,0.06722459392,,1.05038428,0.003224593919,1.057569429,0.003399593919,4.394002499e-05,,-0.05285605998,0.03204394002,,-0.04065605998,-0.0407,0.1695212411,,0.07752124115,0.09902124115,,0.02252124115,0.03627124115
Bean,0.417296592,,0.09149659202,0.410496592,,0.06489659202,0.07154659202,0.2972284323,,-0.05977156767,0.2304284323,,-0.08777156767,-0.08077156767,0.1480048685,,0.02550486855,0.09500486855,,-0.02699513145,-0.01387013145,0.0272,,0.5483870968,-0.0224,,,0,-0.064,0.1370967742,-0.0536,0.08147010711,,0.02857010711,0.2640701071,,0.1913701071,0.1506701071,0.0288,,-0.0632,0,,-0.0765,-0.073175
Canberra,0.448796831,,0.122996831,0.483196831,,0.137596831,0.133946831,0.2176844173,,-0.1393155827,0.1830844173,,-0.1351155827,-0.1361655827,0.2469050265,,0.1244050265,0.1981050265,,0.0761050265,0.0881800265,0.0166,,0.3346774194,-0.033,,,0,-0.064,0.08366935484,-0.05625,0.05166268401,,-0.00123731599,0.109062684,,0.03636268401,0.02696268401,0.01835104116,,-0.07364895884,0.02655104116,,-0.04994895884,-0.05587395884
Fenner,0.4830949185,,0.1572949185,0.5379949185,,0.1923949185,0.1836199185,0.2783838662,,-0.07861613381,0.2193838662,,-0.09881613381,-0.09376613381,0.1675059284,,0.04500592844,0.1640059284,,0.04200592844,0.04275592844,0.0265,,0.5342741935,-0.0231,,,0,-0.064,0.1335685484,-0.053775,0,,-0.0529,,,-0.0727,,0.04451528689,,-0.04748471311,0.07861528689,,0.002115286894,-0.01028471311
Solomon,0.3881716448,,0.06237164477,0.3284716448,,-0.01712835523,0.00274664477,0.257120173,,-0.09987982704,0.359920173,,0.04172017296,0.006320172959,0.1453611176,,0.02286111758,0.1025611176,,-0.01943888242,-0.008863882421,0.05427134542,,1.094180351,0.004671345418,0.06707134542,,1.047989772,0.003071345418,1.059537417,0.003471345418,-2.858805921e-05,,-0.05292858806,0.1362714119,,0.06357141194,0.0636,0.1551043073,,0.06310430733,0.005704307334,,-0.07079569267,-0.03732069267
Lingiari,0.372541094,,0.04674109397,0.446441094,,0.100841094,0.08731609397,0.3447360098,,-0.01226399018,0.3099360098,,-0.008263990182,-0.009263990182,0.1102145161,,-0.01228548387,0.1018145161,,-0.02018548387,-0.01821048387,0.05285049088,,1.06553409,0.003250490884,0.09055049088,,1.41485142,0.02655049088,1.327522088,0.02072549088,0.0296,,-0.0233,,,-0.0727,-0.0233,0.0900578892,,-0.001942110799,0.0512578892,,-0.0252421108,-0.0194171108
,,,-0.3258,,,,,,,-0.357,,,-0.3182,-0.3279,,,-0.1225,,,-0.122,-0.122125,,,0,-0.0496,,,0,-0.064,0,-0.0604,,,-0.0529,,,-0.0727,-0.06775,1,,0.908,,,-0.0765,0.169625
New South Wales,0.334,,0.0082,0.352,,0.0064,0.00685,0.365,,0.008,0.315,,-0.0032,-0.0004,0.1,,-0.0225,0.111,,-0.011,-0.013875,0.048,,0.9677419355,-0.0016,0.06,,0.9375,-0.004,0.9450604839,-0.0034,0.0731,,0.0202,0.0973,,0.0246,0.0235,0.0799,,-0.0121,0.0647,,-0.0118,-0.011875
Victoria,0.329,,0.0032,0.34,,-0.0056,-0.0034,0.331,,-0.026,0.322,,0.0038,-0.00365,0.137,,0.0145,0.136,,0.014,0.014125,0.038,,0.7661290323,-0.0116,0.058,,0.90625,-0.006,0.8712197581,-0.0074,0.0651,,0.0122,0.0751,,0.0024,0.00485,0.0999,,0.0079,0.0689,,-0.0076,-0.003725
Queensland,0.274,,-0.0518,0.31,,-0.0356,-0.03965,0.396,,0.039,0.349,,0.0308,0.03285,0.129,,0.0065,0.118,,-0.004,-0.001375,0.075,,1.512096774,0.0254,0.078,,1.21875,0.014,1.292086694,0.01685,0.0209,,-0.032,0.0369,,-0.0358,-0.03485,0.1051,,0.0131,0.1081,,0.0316,0.026975
