(VIC)",FULL DISTRIBUTION,,,,,,,,MARIBYRNONG (VIC),RAW,,,,,,,,,AliveMask,,,,,,,,"MARIBYRNONG
(VIC)",FULL DISTRIBUTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VIC,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round 4 (3CP),0.3797501062,0.3392105300766555,0.0,0.27142836147732463,0.0,0.0,4,0.9903889977,,True,True,False,True,False,False,ON,,3CP,0.3834353038,0.3425023207,,0.2740623756,,,,,Round 4 (3CP),0,0.46739315720358404,0.0,0.255395414116991,0.3191257539916404,0.0,4,1.041914325,,False,True,False,True,True,False,ON,,3CP,,0.4485907774,,0.2451213194,0.3062879032,,,,Round 4 (3CP),0.2295705551,0.45026718405591226,0.0,0.32973138683381703,0.0,0.0,1,1.009569126,,True,True,False,True,False,False,ALP,,3CP,0.2273945877,0.44599936,,0.3266060524,,,,,Round 4 (3CP),0,0.3349085594994631,0.0,0.26531032304477076,0.4085429595593569,0.0,4,1.008761842,,False,True,False,True,True,False,ON,,3CP,,0.3319996312,,0.2630059068,0.404994462,,,,Round 4 (3CP),0,0.21662592581131032,0.0,0.280905074069021,0.506382966400358,0.0,2,1.003913966,,False,True,False,True,True,False,LNP,,3CP,,0.2157813648,,0.2798099075,0.5044087276,,,,Round 4 (3CP),0.4488932402,0.2662766548905229,0.0,0.2850923401817704,0.0,0.0,2,1.000262235,,True,True,False,True,False,False,LNP,,3CP,0.4487755554,0.2662068461,,0.2850175985,,,,,Round 4 (3CP),0,0.47110790346669024,0.0,0.32795846185768224,0.4177740550971104,0.0,4,1.21684042,,False,True,False,True,True,False,ON,,3CP,,0.3871566851,,0.2695164102,0.3433269047,,,,Round 4 (3CP),0.2623132341,0.4599872373226118,0.0,0.3933146809346896,0.0,0.0,1,1.115615152,,True,True,False,True,False,False,ALP,,3CP,0.2351287839,0.4123171296,,0.3525540865,,,,,Round 4 (3CP),0,0.3793082859768921,0.0,0.22627971969951013,0.3792950011700319,0.0,4,0.9848830068,,False,True,False,True,True,False,ON,,3CP,,0.3851302981,,0.2297528926,0.3851168093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eliminated ,0.2714283615,,ON,ALP+LNP,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2553954141,,ON,LNP+IND,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2295705551,,ALP,LNP+ON,1,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.265310323,,ON,LNP+IND,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2166259258,,LNP,ON+IND,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2662766549,,LNP,ALP+ON,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.3279584619,,ON,LNP+IND,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2623132341,,ALP,LNP+ON,1,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2262797197,,ON,LNP+IND,4,,,,,,,,,,,,,SWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Weights,0.2654981828,0.7345018172250208,0.0,0.0,0.0,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2740623756,,,,,Weights,0,0.7193732853535344,0.0,0.0,0.28062671464646555,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2451213194,,,,,Weights,0,0.5890990421549084,0.0,0.4109009578450917,0.0,0.0,,,,,,,,,,,,ELIMINATED,LABOR,,,0.2273945877,,,,,Weights,0,0.6334834478944458,0.0,0.0,0.3665165521055542,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2630059068,,,,,Weights,0,0.0,0.0,0.7857142857142857,0.21428571428571425,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.2157813648,,,,,Weights,0.301,0.0,0.0,0.699,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.2662068461,,,,,Weights,0,0.807578810144584,0.0,0.0,0.19242118985541595,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2695164102,,,,,Weights,0,0.5890990421549084,0.0,0.4109009578450917,0.0,0.0,,,,,,,,,,,,ELIMINATED,LABOR,,,0.2351287839,,,,,Weights,0,0.6685506745021055,0.0,0.0,0.3314493254978946,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2297528926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.07206373673,0.1993646248,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.1837246381,,,0.071670776,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.1352397941,,0.09433076099,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.1680696982,,,0.09724062484,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,,,0.1702060846,0.04641984125,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.07562256999,,,0.1906540849,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.2648523044,,,0.06310615745,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.1545284749,,0.1077847591,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.1512794592,,,0.07500026047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round 5 (2CP),0.4518138429,0.5385751548281603,0.0,0.0,0.0,0.0,2.0,0.9903889977,,True,True,False,False,False,False,ALP,,2CP,0.4561983664,0.5438016336,,,,,,,Round 5 (2CP),0,0.6511177953211503,0.0,0.0,0.3907965299910651,0.0,2.0,1.041914325,,False,True,False,False,True,False,IND,,2CP,,0.6249245063,,,0.3750754937,,,,Round 5 (2CP),0,0.5855069781884025,0.0,0.42406214782867296,0.0,0.0,2.0,1.009569126,,False,True,False,True,False,False,ON,,2CP,,0.5799572938,,0.4200427062,,,,,Round 5 (2CP),0,0.5029782577038537,0.0,0.0,0.505783584399737,0.0,2.0,1.008761842,,False,True,False,False,True,False,LNP,,2CP,,0.4986095198,,,0.5013904802,,,,Round 5 (2CP),0,0.0,0.0,0.4511111586350505,0.5528028076456387,0.0,2.0,1.003913966,,False,False,False,True,True,False,ON,,2CP,,,,0.4493524085,0.5506475915,,,,Round 5 (2CP),0.5245158102,0.0,0.0,0.4757464250833847,0.0,0.0,2.0,1.000262235,,True,False,False,True,False,False,ON,,2CP,0.5243782997,,,0.4756217003,,,,,Round 5 (2CP),0,0.7359602078705652,0.0,0.0,0.4808802125509177,0.0,2.0,1.21684042,,False,True,False,False,True,False,IND,,2CP,,0.6048124269,,,0.3951875731,,,,Round 5 (2CP),0,0.6145157122548346,0.0,0.5010994400674244,0.0,0.0,2.0,1.115615152,,False,True,False,True,False,False,ON,,2CP,,0.550831271,,0.449168729,,,,,Round 5 (2CP),0,0.5305877452081469,0.0,0.0,0.45429526163828715,0.0,2.0,0.9848830068,,False,True,False,False,True,False,IND,,2CP,,0.5387317494,,,0.4612682506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.01414464005,0.01414464005,,,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,,0.1020526703,,,-0.1020526703,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.3064396037,-0.1136031026,,0.4200427062,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.4595538388,-0.04183664138,,,0.5013904802,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,,-0.4145781139,,0.4493524085,-0.03477429454,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.02216678294,-0.4534549174,,0.4756217003,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.3582286283,-0.03695894474,,,0.3951875731,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.3072216082,-0.1419471208,,0.449168729,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,,0.00481609117,,,-0.00481609117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,80.0,,,,,,,,,,,,,,,,,RESULT,LIBERAL RETAIN,,,,,,,,,81.0,,,,,,,,,,,,,,,,,RESULT,LIBERAL RETAIN,,,,,,,,,82.0,,,,,,,,,,,,,,,,,RESULT,NATIONAL RETAIN,,,,,,,,,83.0,,,,,,,,,,,,,,,,,RESULT,INDEPENDENT GAIN,,,,,,,,,84.0,,,,,,,,,,,,,,,,,RESULT,INDEPENDENT RETAIN,,,,,,,,,85.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,,,,,86.0,,,,,,,,,,,,,,,,,RESULT,NATIONAL RETAIN,,,,,,,,,87.0,,,,,,,,,,,,,,,,,RESULT,NATIONAL RETAIN,,,,,,,,,88.0,,,,,,,,,,,,,,,,,RESULT,LIBERAL RETAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATE,VICTORIA,RAW,,,,,,,,,AliveMask,,,,,,,,"VICTORIA
(ALP-LNP)",FULL DISTRIBUTION,,,,,,,,VICTORIA,RAW,,,,,,,,,AliveMask,,,,,,,,"VICTORIA
(ALP-ON)",FULL DISTRIBUTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Primary,0.2766,0.2114,0.1541,0.224355469,0.0749,0.0663,6,1.007655469,,True,True,True,True,True,False,,,ROUND 1,0.2744985846,0.2097939291,0.1529292548,0.2226509714,0.07433096162,0.06579629847,,,Primary,0.2766,0.2114,0.1541,0.224355469,0.0749,0.0663,6,1.007655469,,True,True,True,True,True,False,,,ROUND 1,0.2744985846,0.2097939291,0.1529292548,0.2226509714,0.07433096162,0.06579629847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eliminated,0.0663,,OTH,ALP+LNP+GRN+ON+IND,6,,,,,,,,,,,,,SWING,-0.06550141542,-0.1122060709,0.01692925482,0.1646509714,-0.0007690383758,-0.003103701526,,,Eliminated,0.0663,,OTH,ALP+LNP+GRN+ON+IND,6,,,,,,,,,,,,,SWING,-0.06550141542,-0.1122060709,0.01692925482,0.1646509714,-0.0007690383758,-0.003103701526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Weights,0.1682070913,0.23384525784797572,0.2569349442322801,0.25240012011975577,0.08861258648774081,0.0,,,,,,,,,,,,ELIMINATED,OTHER,,,0.06579629847,,,,,Weights,0.1682070913,0.23384525784797572,0.2569349442322801,0.25240012011975577,0.08861258648774081,0.0,,,,,,,,,,,,ELIMINATED,OTHER,,,0.06579629847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.01115213015,0.0155039406,0.0170347868,0.01673412796,0.005875014484,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.01115213015,0.0155039406,0.0170347868,0.01673412796,0.005875014484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round 2,0.2877521302,0.2269039405953208,0.1711347868026002,0.24108959700948823,0.08077501448413722,0.0,5,1.007655469,,True,True,True,True,False,False,,,ROUND 2,0.2855659886,0.2251800815,0.1698346231,0.2392579651,0.08016134181,,,,Round 2,0.2877521302,0.2269039405953208,0.1711347868026002,0.24108959700948823,0.08077501448413722,0.0,5,1.007655469,,True,True,True,True,False,False,,,ROUND 2,0.2855659886,0.2251800815,0.1698346231,0.2392579651,0.08016134181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eliminated,0.08077501448,,IND,ALP+LNP+GRN+ON,5,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.08077501448,,IND,ALP+LNP+GRN+ON,5,,,,,,,,,,,,,SWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Weights,0.4138646741,0.24165956610080616,0.28938629263070503,0.055089467129842036,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.08016134181,,,,,Weights,0.4138646741,0.24165956610080616,0.28938629263070503,0.055089467129842036,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.08016134181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.03342992505,0.01952005495,0.02337518198,0.004449852505,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.03342992505,0.01952005495,0.02337518198,0.004449852505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round 3,0.3211820552,0.24642399554734373,0.19450996878135615,0.24553944951482462,0.0,0.0,3,1.007655469,,True,True,False,True,False,False,,,ROUND 3,0.3187419362,0.2445518365,0.1930322166,0.2436740107,,,,,Round 3,0.3211820552,0.24642399554734373,0.19450996878135615,0.24553944951482462,0.0,0.0,3,1.007655469,,True,True,False,True,False,False,,,ROUND 3,0.3187419362,0.2445518365,0.1930322166,0.2436740107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eliminated,0.1945099688,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1945099688,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Weights,0.8242889328,0.16826933482876344,0.0,0.007441732337691725,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1930322166,,,,,Weights,0.8242889328,0.16826933482876344,0.0,0.007441732337691725,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1930322166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.1603324146,0.03273006306,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.1603324146,0.03273006306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round 4 (3CP),0.4815144698,0.2791540586117461,0.0,0.24698694063950824,0.0,0.0,4,1.007655469,,True,True,False,False,False,False,,,3CP,0.477856256,0.2770332392,,0.2451105048,,,,,Round 4 (3CP),0.4815144698,0.2791540586117461,0.0,0.24698694063950824,0.0,0.0,2,1.007655469,,True,False,False,True,False,False,,,3CP,0.477856256,0.2770332392,,0.2451105048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eliminated ,0.2469869406,,ON,ALP+LNP,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2469869406,,LNP,ALP+ON,2,,,,,,,,,,,,,SWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Weights,0.2754932039,0.7245067960528129,0.0,0.0,0.0,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2451105048,,,,,Weights,0.301,0.0,0.0,0.699,0.0,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2451105048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.06804322361,0.178943717,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.07927975265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round 5 (2CP),0.5495576934,0.45809777564136245,0.0,0.0,0.0,0.0,2.0,1.007655469,,True,True,False,False,False,False,,,2CP,0.5453825343,0.4546174657,,,,,,,Round 5 (2CP),0.5607942224,0.0,0.0,0.4468612466055184,0.0,0.0,2.0,1.007655469,,True,False,False,True,False,False,,,2CP,0.556533696,,,0.443466304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
