INNER METRO,CLARK (TAS),RAW,,,,,,,,,AliveMask,,,,,,,,"CLARK
(TAS)",FULL DISTRIBUTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAS,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round 3,0.3770275676,0.1809554458778294,0.0,0.24414354766033375,0.2029639225001784,0.0,5,1.005090484,,True,True,False,True,False,False,,,ROUND 3,0.3751180353,0.1800389605,,0.2429070334,0.2019359708,,,,Round 3,0.3770275676,0.1809554458778294,0.0,0.24414354766033375,0.2029639225001784,0.0,5,1.005090484,,True,True,False,True,False,False,,,ROUND 3,0.3751180353,0.1800389605,,0.2429070334,0.2019359708,
,Eliminated,0.1809554459,,IND,ALP+LNP+ON,5,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1809554459,,IND,ALP+LNP+ON,5,,,,,,,,,,,,,SWING,,,,,,
,Weights,0.4134232895,0.28951841175159226,0.0,0.29705829871692907,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.1800389605,,,,,Weights,0.4134232895,0.28951841175159226,0.0,0.29705829871692907,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.1800389605,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.0839100125,0.05876179249,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.0839100125,0.05876179249,,,,
,Round 4 (3CP),0.46093758,0.23971723836295433,0.0,0.3044356651791514,0.0,0.0,4,1.005090484,,True,True,False,False,False,False,,,3CP,0.4586030687,0.238503142,,0.3028937893,,,,,Round 4 (3CP),0.46093758,0.23971723836295433,0.0,0.3044356651791514,0.0,0.0,2,1.005090484,,True,False,False,True,False,False,,,3CP,0.4586030687,0.238503142,,0.3028937893,,
,Eliminated ,0.2397172384,,ON,ALP+LNP,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2397172384,,LNP,ALP+ON,2,,,,,,,,,,,,,SWING,,,,,,
,Weights,0.2993910392,0.7006089607595634,0.0,0.0,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.238503142,,,,,Weights,0.408,0.0,0.0,0.592,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.238503142,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.09114531018,0.213290355,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.0680796957,,,,,
,Round 5 (2CP),0.5520828902,0.453007593362266,0.0,0.0,0.0,0.0,2.0,1.005090484,,True,True,False,False,False,False,,,2CP,0.549286755,0.450713245,,,,,,,Round 5 (2CP),0.5290172757,0.0,0.0,0.47607320784702667,0.0,0.0,2.0,1.005090484,,True,False,False,False,False,False,,,2CP,0.526337961,,,0.473662039,,
,,Primary row,,,,4,,,,,,,,,,,,,SWING,-0.08411324499,0.08411324499,,,,,,,,Primary row,,,,4,,,,,,,,,,,,,SWING,-0.107062039,-0.3666,,0.473662039,,
,,161.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,,,,,161.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,
