division,round,eliminated,alive_after,basis,reliability,reliability_reason,pooled_evidence_seats,pooled_mean_variance,class_evidence_seats,nearest_distance,position_conflict,coverage,anchor_weight
Leichhardt,2,OTH,ALP+LNP+ON,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 3 seats.,3,0.002202329789376214,2,nan,False,0.8397009478,0.0
Leichhardt,3,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Flynn,1,IND,ALP+GRN+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,26,0.005372962514514995,7,nan,False,1.0,0.0
Flynn,2,GRN,ALP+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,6,0.001240946632856196,5,nan,False,1.0,0.0
Flynn,3,OTH,ALP+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,3,0.002202329789376214,2,nan,False,1.0,0.0
Flynn,4,ALP,LNP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Fairfax,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,16,nan,False,1.0,0.0
Fairfax,2,GRN,ALP+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,10,0.006923713178850636,8,nan,False,1.0,0.0
Fairfax,3,IND,ALP+LNP+ON,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,1.0,0.0
Fairfax,4,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,14,nan,False,0.543771964081751,0.0
Fisher,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,16,nan,False,1.0,0.0
Fisher,2,GRN,ALP+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,10,0.006923713178850636,8,nan,False,1.0,0.0
Fisher,3,ALP,IND+LNP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Fisher,4,ON,IND+LNP,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.8959994254,0.0
Maranoa,1,GRN,ALP+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,6,0.001240946632856196,5,nan,False,1.0,0.0
Maranoa,2,OTH,ALP+LNP+ON,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 3 seats.,3,0.002202329789376214,2,nan,False,0.960679980648034,0.0
Maranoa,3,ALP,LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,1,0.0,1,nan,False,1.0,0.0
Wide Bay,1,IND,ALP+GRN+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,26,0.005372962514514995,7,nan,False,1.0,0.0
Wide Bay,2,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Wide Bay,3,GRN,ALP+LNP+ON,seat_pref_flow_shrunk,Low,Seat-specific historical flow with a position conflict.,21,0.003235015131739608,11,nan,True,1.0,0.0
Wide Bay,4,ALP,LNP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Wright,1,GRN,ALP+LNP+ON+OTH,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 6 seats.,6,0.001240946632856196,5,nan,False,1.0,0.0
Wright,2,OTH,ALP+LNP+ON,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 3 seats.,3,0.002202329789376214,2,nan,False,0.8426640367,0.0
Wright,3,ALP,LNP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Cowan,1,IND,ALP+GRN+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,26,0.005372962514514995,4,nan,False,1.0,0.0
Cowan,2,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Cowan,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,23,nan,False,1.0,0.0
Cowan,4,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,12,nan,False,0.0,0.0
Curtin,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,17,nan,False,1.0,0.0
Curtin,2,ALP,GRN+IND+LNP+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,1.0,0.0
Curtin,3,GRN,IND+LNP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 10 seats.",10,0.0,0,1.0,False,0.6037024720079259,0.0
Curtin,4,ON,IND+LNP,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,12,nan,False,0.8596947060742092,0.0
Perth,1,OTH,ALP+GRN+LNP+ON,posterior_shrunk,High,Exact pooled scenario based on 73 seats.,73,0.00802382233899586,16,nan,False,0.0,0.0
Perth,2,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Perth,3,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.8789662431,0.0
Fremantle,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,17,nan,False,1.0,0.0
Fremantle,2,LNP,ALP+GRN+IND+ON,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,12,nan,False,1.0,0.0
Fremantle,3,GRN,ALP+IND+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 10 seats.",10,0.0,0,1.0,False,0.9483891148000001,0.0
Fremantle,4,ON,ALP+IND,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 10 seats.",10,0.0,0,1.0,False,0.45442156269182316,0.0
Swan,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Swan,2,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Swan,3,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.8596298245,0.0
Tangney,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Tangney,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,23,nan,False,1.0,0.0
Tangney,3,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,23,nan,False,0.7834817813999999,0.0
Bullwinkel,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Bullwinkel,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,6,nan,False,1.0,0.0
Bullwinkel,3,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,3,nan,False,0.0,0.0
Hasluck,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Hasluck,2,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Hasluck,3,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.770064301,0.0
Pearce,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Pearce,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,6,nan,False,1.0,0.0
Pearce,3,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,3,nan,False,0.0,0.0
Moore,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,11,nan,False,1.0,0.0
Moore,2,GRN,ALP+IND+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 10 seats.,10,0.006923713178850636,14,nan,False,1.0,0.0
Moore,3,IND,ALP+LNP+ON,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,3,nan,False,1.0,0.0
Moore,4,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,6,nan,False,0.48082251713672597,0.0
Brand,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Brand,2,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Brand,3,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.7811213177,0.0
Burt,1,IND,ALP+GRN+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,26,0.005372962514514995,11,nan,False,1.0,0.0
Burt,2,LNP,ALP+GRN+ON+OTH,posterior_nearest_field,Low,"Nearest-field evidence at distance 2, based on 1 seats.",1,0.0,0,2.0,False,0.0,0.0
Burt,3,OTH,ALP+GRN+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 73 seats.",73,0.0,0,1.0,False,0.8220058943999999,0.0
Burt,4,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.8903884604000001,0.0
Canning,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Canning,2,GRN,ALP+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,21,0.003235015131739608,6,nan,False,1.0,0.0
Canning,3,ON,ALP+LNP,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,25,0.006225577806918004,6,nan,False,1.0,0.0
Durack,1,GRN,ALP+LNP+ON+OTH,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 6 seats.,6,0.001240946632856196,5,nan,False,1.0,0.0
Durack,2,LNP,ALP+ON+OTH,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 2 seats.",2,0.0,0,1.0,False,0.0,0.0
Durack,3,ALP,ON+OTH,posterior_nearest_field,Low,"Nearest-field evidence at distance 2, based on 2 seats.",2,0.0,0,2.0,False,0.0,0.0
O'Connor,1,GRN,ALP+LNP+ON+OTH,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 6 seats.,6,0.001240946632856196,5,nan,False,1.0,0.0
O'Connor,2,OTH,ALP+LNP+ON,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 3 seats.,3,0.002202329789376214,2,nan,False,0.7873078365,0.0
O'Connor,3,ALP,LNP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Forrest,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,16,nan,False,1.0,0.0
Forrest,2,GRN,ALP+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,10,0.006923713178850636,8,nan,False,1.0,0.0
Forrest,3,ALP,IND+LNP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Forrest,4,LNP,IND+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 2, based on 1 seats.",1,0.0,0,2.0,False,0.0,0.0
Adelaide,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Adelaide,2,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Adelaide,3,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.8917348512,0.0
Hindmarsh,1,OTH,ALP+GRN+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 73 seats.,73,0.00802382233899586,16,nan,False,0.9268551988092686,0.0
Hindmarsh,2,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Hindmarsh,3,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.8414751687,0.0
Sturt,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,17,nan,False,1.0,0.0
Sturt,2,IND,ALP+GRN+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 16 seats.,16,0.00456985146000111,4,nan,False,1.0,0.0
Sturt,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,23,nan,False,1.0,0.0
Sturt,4,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,23,nan,False,0.6022255439401112,0.0
Boothby,1,OTH,ALP+GRN+IND+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 55 seats.,55,0.007226873927393435,11,nan,False,1.0,0.0
Boothby,2,IND,ALP+GRN+LNP+ON,posterior_shrunk,High,Exact pooled scenario based on 16 seats.,16,0.00456985146000111,3,nan,False,0.0,0.0
Boothby,3,ON,ALP+GRN+LNP,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,70,0.002627378720211702,28,nan,False,1.0,0.0
Boothby,4,GRN,ALP+LNP,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.003794586526247348,30,nan,False,1.0,0.0
Kingston,1,IND,ALP+GRN+LNP+ON+OTH,posterior_shrunk,High,Exact pooled scenario based on 26 seats.,26,0.005372962514514995,11,nan,False,0.0,0.0
Kingston,2,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Kingston,3,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Kingston,4,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.8216915525,0.0
Makin,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Makin,2,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Makin,3,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.7122423008,0.0
Spence,1,IND,ALP+GRN+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,26,0.005372962514514995,11,nan,False,1.0,0.0
Spence,2,LNP,ALP+GRN+ON+OTH,posterior_nearest_field,Low,"Nearest-field evidence at distance 2, based on 1 seats.",1,0.0,0,2.0,False,0.0,0.0
Spence,3,OTH,ALP+GRN+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 73 seats.",73,0.0,0,1.0,False,0.8750602990999999,0.0
Spence,4,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.6697591146,0.0
Barker,1,IND,ALP+GRN+LNP+ON+OTH,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 26 seats.,26,0.005372962514514995,7,nan,False,1.0,0.0
Barker,2,OTH,ALP+GRN+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 73 seats.,73,0.00802382233899586,16,nan,False,0.78054953,0.0
Barker,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,11,nan,False,1.0,0.0
Barker,4,ALP,LNP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Grey,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,16,nan,False,1.0,0.0
Grey,2,GRN,ALP+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,10,0.006923713178850636,8,nan,False,1.0,0.0
Grey,3,ALP,IND+LNP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Grey,4,ON,IND+LNP,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.7894634651,0.0
Mayo,1,LNP,ALP+GRN+ON+OTH,posterior_nearest_field,Low,"Nearest-field evidence at distance 2, based on 1 seats.",1,0.0,0,2.0,False,1.0,0.0
Mayo,2,GRN,ALP+ON+OTH,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 6 seats.",6,0.0,0,1.0,False,0.9393423433,0.0
Mayo,3,ON,ALP+OTH,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.46156612422307836,0.0
Clark,1,LNP,ALP+GRN+IND+ON,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,12,nan,False,1.0,0.0
Clark,2,ALP,GRN+IND+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 2, based on 1 seats.",1,0.0,0,2.0,False,0.0,0.0
Clark,3,ON,GRN+IND,posterior_nearest_field,Low,"Nearest-field evidence at distance 2, based on 24 seats.",24,0.0,0,2.0,False,0.4484827099386062,0.0
Franklin,1,OTH,ALP+GRN+IND+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 55 seats.,55,0.007226873927393435,11,nan,False,1.0,0.0
Franklin,2,LNP,ALP+GRN+IND+ON,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,3,nan,False,1.0,0.0
Franklin,3,GRN,ALP+IND+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 10 seats.",10,0.0,0,1.0,False,0.9602232248903978,0.0
Franklin,4,ON,ALP+IND,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 10 seats.",10,0.0,0,1.0,False,0.3029264433969707,0.0
Bass,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,10,nan,False,1.0,0.0
Bass,2,IND,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,16,0.00456985146000111,5,nan,False,1.0,0.0
Bass,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,3,nan,False,1.0,0.0
Bass,4,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Braddon,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,16,nan,False,1.0,0.0
Braddon,2,IND,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,16,0.00456985146000111,3,nan,False,1.0,0.0
Braddon,3,GRN,ALP+LNP+ON,seat_pref_flow_shrunk,Low,Seat-specific historical flow with a position conflict.,21,0.003235015131739608,11,nan,True,1.0,0.0
Braddon,4,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Lyons,1,IND,ALP+GRN+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,26,0.005372962514514995,7,nan,False,1.0,0.0
Lyons,2,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Lyons,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,11,nan,False,1.0,0.0
Lyons,4,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Bean,1,ON,ALP+GRN+IND+LNP,posterior_shrunk,High,Exact pooled scenario based on 24 seats.,24,0.003781361307381329,12,nan,False,0.0,0.0
Bean,2,GRN,ALP+IND+LNP,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,24,0.01110310800616268,12,nan,False,1.0,0.0
Bean,3,LNP,ALP+IND,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,7,0.012914683017200406,4,nan,False,1.0,0.0
Canberra,1,OTH,ALP+GRN+IND+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 55 seats.,55,0.007226873927393435,17,nan,False,1.0,0.0
Canberra,2,ON,ALP+GRN+IND+LNP,posterior_shrunk,High,Exact pooled scenario based on 24 seats.,24,0.003781361307381329,12,nan,False,0.0,0.0
Canberra,3,LNP,ALP+GRN+IND,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 2 seats.,2,0.0,12,nan,False,1.0,0.0
Canberra,4,IND,ALP+GRN,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 8 seats.",8,0.0,0,1.0,False,0.7561961207000001,0.0
Fenner,1,ON,ALP+GRN+LNP+OTH,posterior_shrunk,Medium,Exact pooled scenario based on 6 seats.,6,0.014100225800929917,3,nan,False,0.0,0.0
Fenner,2,OTH,ALP+GRN+LNP,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,3,0.050769106075335683,3,nan,False,1.0,0.0
Fenner,3,LNP,ALP+GRN,posterior_shrunk,Medium,Exact pooled scenario based on 9 seats.,9,0.0029721702490102617,8,nan,False,0.0,0.0
Solomon,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,17,nan,False,1.0,0.0
Solomon,2,GRN,ALP+IND+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 10 seats.,10,0.006923713178850636,12,nan,False,1.0,0.0
Solomon,3,IND,ALP+LNP+ON,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,4,nan,False,1.0,0.0
Solomon,4,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,23,nan,False,0.6120179796499999,0.0
Lingiari,1,IND,ALP+GRN+LNP+ON+OTH,posterior_shrunk,High,Exact pooled scenario based on 26 seats.,26,0.005372962514514995,7,nan,False,0.0,0.0
Lingiari,2,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Lingiari,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,11,nan,False,1.0,0.0
Lingiari,4,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
