stage,division_key,actual_winner,actual_runner_up,actual_final_two,actual_winner_share,division,winner,runner_up,final_two,winner_pct,elimination_order,winner_match,runner_up_match,final_two_match,absolute_winner_error_pp
3_add_nearest_field,RYAN,GRN,LNP,GRN+LNP,0.5444559999999999,Ryan,GRN,LNP,GRN+LNP,0.5444557840733005,OTH>ON>ALP,True,True,True,2.159266994095077e-05
3_add_nearest_field,SCULLIN,ALP,ON,ALP+ON,0.569373,Scullin,ALP,ON,ALP+ON,0.5424090946706632,LNP>GRN>OTH,True,True,True,2.696390532933679
3_add_nearest_field,SHORTLAND,ALP,ON,ALP+ON,0.549604,Shortland,ALP,ON,ALP+ON,0.5360315242770859,IND>OTH>GRN>LNP,True,True,True,1.357247572291409
3_add_nearest_field,SOLOMON,ALP,LNP,ALP+LNP,0.510367,Solomon,ALP,LNP,ALP+LNP,0.5059051437240298,OTH>GRN>IND>ON,True,True,True,0.44618562759701774
3_add_nearest_field,SPENCE,ALP,ON,ALP+ON,0.586643,Spence,ALP,ON,ALP+ON,0.5790921619924165,IND>LNP>OTH>GRN,True,True,True,0.7550838007583494
3_add_nearest_field,STURT,ALP,LNP,ALP+LNP,0.547999,Sturt,ALP,LNP,ALP+LNP,0.5169722235879667,OTH>IND>GRN>ON,True,True,True,3.102677641203333
3_add_nearest_field,SWAN,ALP,ON,ALP+ON,0.610995,Swan,ALP,ON,ALP+ON,0.5963839178590652,OTH>LNP>GRN,True,True,True,1.4611082140934761
3_add_nearest_field,SYDNEY,ALP,GRN,ALP+GRN,0.6356,Sydney,ALP,GRN,ALP+GRN,0.6268985542275213,OTH>LNP>ON,True,True,True,0.8701445772478777
3_add_nearest_field,TANGNEY,ALP,LNP,ALP+LNP,0.547348,Tangney,ALP,LNP,ALP+LNP,0.5489411634074657,OTH>GRN>ON,True,True,True,0.15931634074657364
3_add_nearest_field,WANNON,LNP,IND,IND+LNP,0.538732,Wannon,LNP,IND,IND+LNP,0.525376375299049,GRN>OTH>ALP>ON,True,True,True,1.3355624700950974
3_add_nearest_field,WARRINGAH,IND,LNP,IND+LNP,0.608459,Warringah,IND,LNP,IND+LNP,0.6164340426667984,OTH>ALP>GRN>ON,True,True,True,0.7975042666798382
3_add_nearest_field,WATSON,ALP,IND,ALP+IND,0.636178,Watson,ALP,IND,ALP+IND,0.5682011194352171,LNP>OTH>GRN>ON,True,True,True,6.79768805647829
3_add_nearest_field,WENTWORTH,IND,LNP,IND+LNP,0.598899,Wentworth,IND,LNP,IND+LNP,0.6072281269529833,ALP>ON>GRN,True,True,True,0.8329126952983379
3_add_nearest_field,WERRIWA,ALP,LNP,ALP+LNP,0.547276,Werriwa,ALP,LNP,ALP+LNP,0.5583462241856113,IND>OTH>GRN>ON,True,True,True,1.1070224185611321
3_add_nearest_field,WHITLAM,ALP,ON,ALP+ON,0.51883,Whitlam,ALP,ON,ALP+ON,0.5163060845454653,OTH>IND>GRN>LNP,True,True,True,0.25239154545346754
3_add_nearest_field,WIDE BAY,LNP,ON,LNP+ON,0.500814,Wide Bay,LNP,ON,LNP+ON,0.5174067113469097,IND>OTH>GRN>ALP,True,True,True,1.659271134690976
3_add_nearest_field,WILLS,GRN,ALP,ALP+GRN,0.5321779999999999,Wills,GRN,ALP,ALP+GRN,0.5386633938621969,LNP>OTH>ON,True,True,True,0.6485393862196931
3_add_nearest_field,WRIGHT,ON,LNP,LNP+ON,0.550105,Wright,ON,LNP,LNP+ON,0.5259497946525679,GRN>OTH>ALP,True,True,True,2.4155205347432096
4_add_seat_class,ADELAIDE,ALP,ON,ALP+ON,0.6488339999999999,Adelaide,ALP,ON,ALP+ON,0.6330216776634452,OTH>LNP>GRN,True,True,True,1.5812322336554718
4_add_seat_class,ASTON,ALP,LNP,ALP+LNP,0.506575,Aston,ALP,LNP,ALP+LNP,0.5101868931839049,IND>OTH>GRN>ON,True,True,True,0.36118931839048685
4_add_seat_class,BALLARAT,ALP,ON,ALP+ON,0.57424,Ballarat,ALP,ON,ALP+ON,0.5440955443495229,IND>OTH>GRN>LNP,True,True,True,3.0144455650477076
4_add_seat_class,BANKS,LNP,ALP,ALP+LNP,0.5049750000000001,Banks,LNP,ALP,ALP+LNP,0.5218690238411963,IND>OTH>GRN>ON,True,True,True,1.6894023841196204
4_add_seat_class,BARKER,LNP,ON,LNP+ON,0.584741,Barker,LNP,ON,LNP+ON,0.5837713483158945,IND>OTH>GRN>ALP,True,True,True,0.09696516841054548
4_add_seat_class,BARTON,ALP,ON,ALP+ON,0.608743,Barton,ALP,ON,ALP+ON,0.5967276177623003,OTH>LNP>GRN,True,True,True,1.2015382237699712
4_add_seat_class,BASS,ALP,ON,ALP+ON,0.527818,Bass,ON,ALP,ALP+ON,0.5052083034649409,OTH>IND>GRN>LNP,False,False,True,2.2609696535059065
4_add_seat_class,BENDIGO,LNP,ALP,ALP+LNP,0.506749,Bendigo,ALP,LNP,ALP+LNP,0.5058513804342328,OTH>GRN>ON,False,False,True,0.08976195657671715
4_add_seat_class,BENNELONG,ALP,LNP,ALP+LNP,0.5638559999999999,Bennelong,ALP,LNP,ALP+LNP,0.5430319588463739,OTH>GRN>ON,True,True,True,2.0824041153626016
4_add_seat_class,BEROWRA,LNP,ALP,ALP+LNP,0.5455570000000001,Berowra,LNP,ALP,ALP+LNP,0.5624327215306355,OTH>IND>GRN>ON,True,True,True,1.6875721530635435
4_add_seat_class,BLAIR,ON,ALP,ALP+ON,0.525598,Blair,ON,ALP,ALP+ON,0.5476192861510654,GRN>OTH>LNP,True,True,True,2.2021286151065356
4_add_seat_class,BLAXLAND,ALP,ON,ALP+ON,0.672059,Blaxland,ALP,ON,ALP+ON,0.6357102512129738,OTH>GRN>LNP>IND,True,True,True,3.634874878702621
4_add_seat_class,BONNER,ALP,LNP,ALP+LNP,0.5130899999999999,Bonner,ALP,LNP,ALP+LNP,0.5142433330691834,OTH>GRN>ON,True,True,True,0.11533330691834154
4_add_seat_class,BOOTHBY,ALP,LNP,ALP+LNP,0.620564,Boothby,ALP,LNP,ALP+LNP,0.6217427650865706,OTH>IND>ON>GRN,True,True,True,0.11787650865705546
4_add_seat_class,BOWMAN,LNP,ALP,ALP+LNP,0.551023,Bowman,LNP,ALP,ALP+LNP,0.5412736214622065,OTH>GRN>ON,True,True,True,0.9749378537793563
4_add_seat_class,BRADDON,ON,ALP,ALP+ON,0.5079910000000001,Braddon,ON,ALP,ALP+ON,0.5346811382145296,OTH>IND>GRN>LNP,True,True,True,2.669013821452948
4_add_seat_class,BRADFIELD,IND,LNP,IND+LNP,0.501668,Bradfield,IND,LNP,IND+LNP,0.5182182878952681,OTH>GRN>ON>ALP,True,True,True,1.6550287895268134
4_add_seat_class,BRAND,ALP,ON,ALP+ON,0.602546,Brand,ALP,ON,ALP+ON,0.5909275691196658,OTH>LNP>GRN,True,True,True,1.1618430880334207
4_add_seat_class,BRISBANE,GRN,LNP,GRN+LNP,0.549148,Brisbane,GRN,LNP,GRN+LNP,0.5641257225530797,OTH>ON>ALP,True,True,True,1.497772255307972
4_add_seat_class,BRUCE,ALP,ON,ALP+ON,0.567583,Bruce,ALP,ON,ALP+ON,0.5417723895590278,OTH>GRN>LNP,True,True,True,2.5810610440972104
4_add_seat_class,BULLWINKEL,LNP,ALP,ALP+LNP,0.542462,Bullwinkel,ON,ALP,ALP+ON,0.5508983667352959,OTH>GRN>LNP,False,True,False,0.8436366735295908
4_add_seat_class,BURT,ALP,ON,ALP+ON,0.60589,Burt,ALP,ON,ALP+ON,0.59559872352237,IND>LNP>OTH>GRN,True,True,True,1.0291276477630062
4_add_seat_class,CALARE,ON,IND,IND+ON,0.506838,Calare,ON,IND,IND+ON,0.5052635509656281,ALP>GRN>OTH>LNP,True,True,True,0.1574449034371872
4_add_seat_class,CALWELL,ALP,ON,ALP+ON,0.6165550000000001,Calwell,ALP,ON,ALP+ON,0.5942096798517571,LNP>GRN>OTH>IND,True,True,True,2.2345320148242975
4_add_seat_class,CANBERRA,ALP,GRN,ALP+GRN,0.638042,Canberra,ALP,GRN,ALP+GRN,0.6211895653922684,OTH>ON>LNP>IND,True,True,True,1.685243460773156
4_add_seat_class,CANNING,LNP,ALP,ALP+LNP,0.5590550000000001,Canning,LNP,ALP,ALP+LNP,0.5624082077362892,OTH>GRN>ON,True,True,True,0.335320773628911
4_add_seat_class,CAPRICORNIA,ON,ALP,ALP+ON,0.600421,Capricornia,ON,ALP,ALP+ON,0.6287889441063379,GRN>OTH>LNP,True,True,True,2.8367944106337917
4_add_seat_class,CASEY,LNP,ALP,ALP+LNP,0.543802,Casey,LNP,ALP,ALP+LNP,0.5721504056361433,OTH>IND>GRN>ON,True,True,True,2.834840563614327
4_add_seat_class,CHIFLEY,ALP,ON,ALP+ON,0.64268,Chifley,ALP,ON,ALP+ON,0.6023965787663526,LNP>GRN>OTH,True,True,True,4.028342123364748
4_add_seat_class,CHISHOLM,ALP,LNP,ALP+LNP,0.550457,Chisholm,ALP,LNP,ALP+LNP,0.5595394685588688,OTH>IND>ON>GRN,True,True,True,0.908246855886885
4_add_seat_class,CLARK,IND,GRN,GRN+IND,0.688768,Clark,IND,GRN,GRN+IND,0.697065389116186,LNP>ALP>ON,True,True,True,0.8297389116185938
4_add_seat_class,COOK,LNP,ALP,ALP+LNP,0.600113,Cook,LNP,ALP,ALP+LNP,0.6127522693430633,OTH>GRN>ON,True,True,True,1.2639269343063253
4_add_seat_class,COOPER,ALP,GRN,ALP+GRN,0.583818,Cooper,ALP,GRN,ALP+GRN,0.5366195997544032,LNP>OTH>ON,True,True,True,4.719840024559674
4_add_seat_class,CORANGAMITE,ALP,LNP,ALP+LNP,0.583531,Corangamite,ALP,LNP,ALP+LNP,0.593460875994761,IND>OTH>ON>GRN,True,True,True,0.9929875994761028
4_add_seat_class,CORIO,ALP,ON,ALP+ON,0.594903,Corio,ALP,ON,ALP+ON,0.5757093576396686,IND>OTH>LNP>GRN,True,True,True,1.9193642360331387
4_add_seat_class,COWAN,ALP,ON,ALP+ON,0.599485,Cowan,ALP,ON,ALP+ON,0.5832027996457243,IND>OTH>GRN>LNP,True,True,True,1.6282200354275744
4_add_seat_class,COWPER,LNP,IND,IND+LNP,0.512441,Cowper,LNP,IND,IND+LNP,0.5050693737447278,ALP>GRN>OTH>ON,True,True,True,0.7371626255272212
4_add_seat_class,CUNNINGHAM,ALP,ON,ALP+ON,0.6159490000000001,Cunningham,ALP,ON,ALP+ON,0.6001188036457368,OTH>LNP>GRN,True,True,True,1.5830196354263304
4_add_seat_class,CURTIN,IND,LNP,IND+LNP,0.551373,Curtin,IND,LNP,IND+LNP,0.5411580200073418,OTH>ALP>GRN>ON,True,True,True,1.021497999265819
4_add_seat_class,DAWSON,LNP,ON,LNP+ON,0.517289,Dawson,LNP,ON,LNP+ON,0.5231390411628986,GRN>OTH>ALP,True,True,True,0.5850041162898556
4_add_seat_class,DEAKIN,ALP,LNP,ALP+LNP,0.505546,Deakin,LNP,ALP,ALP+LNP,0.5012329790478742,OTH>IND>GRN>ON,False,False,True,0.43130209521258234
4_add_seat_class,DICKSON,ALP,LNP,ALP+LNP,0.5059640000000001,Dickson,LNP,ALP,ALP+LNP,0.5004541076144331,OTH>IND>GRN>ON,False,False,True,0.5509892385566983
4_add_seat_class,DOBELL,ALP,ON,ALP+ON,0.537111,Dobell,ALP,ON,ALP+ON,0.516182758461396,OTH>GRN>LNP,True,True,True,2.0928241538603953
4_add_seat_class,DUNKLEY,ALP,ON,ALP+ON,0.552569,Dunkley,ALP,ON,ALP+ON,0.5176882968206784,IND>OTH>GRN>LNP,True,True,True,3.488070317932157
4_add_seat_class,DURACK,LNP,ON,LNP+ON,0.503651,Durack,OTH,ON,ON+OTH,0.5002550175222672,GRN>LNP>ALP,False,True,False,0.3395982477732762
4_add_seat_class,EDEN-MONARO,ALP,ON,ALP+ON,0.539163,Eden-Monaro,ALP,ON,ALP+ON,0.5054783880423503,IND>OTH>GRN>LNP,True,True,True,3.36846119576496
4_add_seat_class,FADDEN,LNP,ON,LNP+ON,0.534754,Fadden,LNP,ON,LNP+ON,0.5497546123375657,IND>OTH>GRN>ALP,True,True,True,1.5000612337565777
4_add_seat_class,FAIRFAX,LNP,ALP,ALP+LNP,0.576867,Fairfax,LNP,ALP,ALP+LNP,0.5860628651633838,OTH>GRN>IND>ON,True,True,True,0.9195865163383776
4_add_seat_class,FARRER,LNP,IND,IND+LNP,0.528772,Farrer,LNP,IND,IND+LNP,0.5705995383016618,GRN>OTH>ALP>ON,True,True,True,4.182753830166175
4_add_seat_class,FISHER,LNP,IND,IND+LNP,0.515051,Fisher,LNP,IND,IND+LNP,0.5328205411440324,OTH>GRN>ALP>ON,True,True,True,1.7769541144032397
4_add_seat_class,FLINDERS,LNP,IND,IND+LNP,0.624925,Flinders,LNP,IND,IND+LNP,0.5191880317703359,OTH>GRN>ALP>ON,True,True,True,10.573696822966404
4_add_seat_class,FLYNN,ON,ALP,ALP+ON,0.619371,Flynn,ON,ALP,ALP+ON,0.6423077973033059,IND>GRN>OTH>LNP,True,True,True,2.293679730330589
4_add_seat_class,FORDE,ON,ALP,ALP+ON,0.5394570000000001,Forde,ON,ALP,ALP+ON,0.5621528718985952,IND>OTH>GRN>LNP,True,True,True,2.269587189859512
4_add_seat_class,FORREST,LNP,IND,IND+LNP,0.504318,Forrest,ON,IND,IND+ON,0.5376050569367032,OTH>GRN>ALP>LNP,False,True,False,3.3287056936703197
4_add_seat_class,FOWLER,IND,ALP,ALP+IND,0.563923,Fowler,IND,ALP,ALP+IND,0.575695754756055,LNP>OTH>GRN>ON,True,True,True,1.1772754756054993
4_add_seat_class,FRANKLIN,ALP,IND,ALP+IND,0.5589580000000001,Franklin,IND,ALP,ALP+IND,0.536894384347637,OTH>LNP>GRN>ON,False,False,True,2.2063615652363033
4_add_seat_class,FRASER,ALP,GRN,ALP+GRN,0.53302,Fraser,ALP,GRN,ALP+GRN,0.554053768495059,LNP>OTH>ON,True,True,True,2.1033768495059
4_add_seat_class,FREMANTLE,IND,ALP,ALP+IND,0.545318,Fremantle,IND,ALP,ALP+IND,0.5289016262815299,OTH>LNP>GRN>ON,True,True,True,1.6416373718470045
4_add_seat_class,GELLIBRAND,ALP,ON,ALP+ON,0.6200209999999999,Gellibrand,ALP,ON,ALP+ON,0.6063159125826654,OTH>LNP>GRN,True,True,True,1.370508741733456
4_add_seat_class,GILMORE,ALP,LNP,ALP+LNP,0.52827,Gilmore,ALP,LNP,ALP+LNP,0.5105780759539827,OTH>IND>GRN>ON,True,True,True,1.769192404601727
4_add_seat_class,GIPPSLAND,LNP,ON,LNP+ON,0.579957,Gippsland,LNP,ON,LNP+ON,0.5875991960629088,OTH>GRN>ALP,True,True,True,0.7642196062908835
4_add_seat_class,GOLDSTEIN,IND,LNP,IND+LNP,0.516357,Goldstein,IND,LNP,IND+LNP,0.5201439309498976,OTH>ALP>GRN>ON,True,True,True,0.3786930949897682
4_add_seat_class,GORTON,ALP,ON,ALP+ON,0.560268,Gorton,ALP,ON,ALP+ON,0.543779048639553,OTH>GRN>LNP,True,True,True,1.6488951360447035
4_add_seat_class,GRAYNDLER,ALP,GRN,ALP+GRN,0.6083,Grayndler,ALP,GRN,ALP+GRN,0.6086832012582396,OTH>IND>LNP>ON,True,True,True,0.03832012582396516
4_add_seat_class,GREENWAY,ALP,ON,ALP+ON,0.5965050000000001,Greenway,ALP,ON,ALP+ON,0.5810410324249969,IND>OTH>GRN>LNP,True,True,True,1.5463967575003124
4_add_seat_class,GREY,LNP,IND,IND+LNP,0.522261,Grey,ON,IND,IND+ON,0.5850721545356882,OTH>GRN>ALP>LNP,False,True,False,6.28111545356882
4_add_seat_class,GRIFFITH,GRN,ALP,ALP+GRN,0.514899,Griffith,GRN,ALP,ALP+GRN,0.5109998618564715,OTH>LNP>ON,True,True,True,0.3899138143528491
4_add_seat_class,GROOM,LNP,IND,IND+LNP,0.534071,Groom,LNP,IND,IND+LNP,0.5519939435189323,OTH>GRN>ALP>ON,True,True,True,1.792294351893231
4_add_seat_class,HASLUCK,ALP,ON,ALP+ON,0.608702,Hasluck,ALP,ON,ALP+ON,0.5973820133026612,OTH>LNP>GRN,True,True,True,1.1319986697338802
4_add_seat_class,HAWKE,ON,ALP,ALP+ON,0.500249,Hawke,ON,ALP,ALP+ON,0.534945976977743,GRN>OTH>LNP,True,True,True,3.469697697774299
4_add_seat_class,HERBERT,LNP,ALP,ALP+LNP,0.6442659999999999,Herbert,LNP,ON,LNP+ON,0.5889480464525471,GRN>OTH>ALP,True,False,False,5.531795354745284
4_add_seat_class,HINDMARSH,ALP,ON,ALP+ON,0.623821,Hindmarsh,ALP,ON,ALP+ON,0.6032511133657632,OTH>LNP>GRN,True,True,True,2.0569886634236756
4_add_seat_class,HINKLER,ON,LNP,LNP+ON,0.511697,Hinkler,LNP,ON,LNP+ON,0.5114646669459653,IND>GRN>OTH>ALP,False,False,True,0.023233305403469462
4_add_seat_class,HOLT,ALP,ON,ALP+ON,0.5707450000000001,Holt,ALP,ON,ALP+ON,0.5459076196923381,OTH>GRN>LNP,True,True,True,2.4837380307661916
4_add_seat_class,HOTHAM,ALP,ON,ALP+ON,0.633213,Hotham,ALP,ON,ALP+ON,0.6202497875189313,OTH>LNP>GRN,True,True,True,1.2963212481068687
4_add_seat_class,HUGHES,LNP,ALP,ALP+LNP,0.504409,Hughes,LNP,ALP,ALP+LNP,0.5021665787959255,OTH>GRN>ON,True,True,True,0.2242421204074474
4_add_seat_class,HUME,LNP,ON,LNP+ON,0.54362,Hume,LNP,ON,LNP+ON,0.5601448372956991,IND>GRN>OTH>ALP,True,True,True,1.652483729569909
4_add_seat_class,HUNTER,ALP,ON,ALP+ON,0.508983,Hunter,ON,ALP,ALP+ON,0.513484103912449,LNP>GRN>OTH,False,False,True,0.4501103912449067
4_add_seat_class,INDI,IND,ON,IND+ON,0.550648,Indi,IND,ON,IND+ON,0.5487554868611487,ALP>GRN>OTH>LNP,True,True,True,0.1892513138851304
4_add_seat_class,ISAACS,ALP,ON,ALP+ON,0.617935,Isaacs,ALP,ON,ALP+ON,0.5880015479024318,OTH>GRN>LNP,True,True,True,2.993345209756826
4_add_seat_class,JAGAJAGA,ALP,LNP,ALP+LNP,0.626059,Jagajaga,ALP,ON,ALP+ON,0.5716969583071496,OTH>IND>GRN>LNP,True,False,False,5.436204169285041
4_add_seat_class,KENNEDY,OTH,ON,ON+OTH,0.695107,Kennedy,OTH,ON,ON+OTH,0.6951069221003443,GRN>LNP>ALP,True,True,True,7.789965572602142e-06
4_add_seat_class,KINGSFORD SMITH,ALP,ON,ALP+ON,0.6354270000000001,Kingsford Smith,ALP,ON,ALP+ON,0.620723795596024,IND>LNP>GRN,True,True,True,1.47032044039761
4_add_seat_class,KINGSTON,ALP,ON,ALP+ON,0.6447620000000001,Kingston,ALP,ON,ALP+ON,0.6314573255963593,IND>OTH>LNP>GRN,True,True,True,1.3304674403640804
4_add_seat_class,KOOYONG,IND,LNP,IND+LNP,0.536718,Kooyong,IND,LNP,IND+LNP,0.5488946858363469,OTH>ALP>ON>GRN,True,True,True,1.21766858363469
4_add_seat_class,LA TROBE,LNP,ALP,ALP+LNP,0.555296,La Trobe,LNP,ALP,ALP+LNP,0.5489022329319416,OTH>GRN>ON,True,True,True,0.6393767068058387
4_add_seat_class,LALOR,ALP,ON,ALP+ON,0.588128,Lalor,ALP,ON,ALP+ON,0.5788480643961443,IND>OTH>LNP>GRN,True,True,True,0.9279935603855649
4_add_seat_class,LEICHHARDT,ON,ALP,ALP+ON,0.539568,Leichhardt,ON,ALP,ALP+ON,0.5637937692334561,GRN>OTH>LNP,True,True,True,2.4225769233456096
4_add_seat_class,LILLEY,ALP,ON,ALP+ON,0.6143719999999999,Lilley,ALP,ON,ALP+ON,0.6009331258884301,OTH>LNP>GRN,True,True,True,1.3438874111569854
4_add_seat_class,LINDSAY,LNP,ALP,ALP+LNP,0.543576,Lindsay,LNP,ALP,ALP+LNP,0.5321508100059948,OTH>GRN>ON,True,True,True,1.1425189994005103
4_add_seat_class,LINGIARI,ALP,ON,ALP+ON,0.557702,Lingiari,ALP,ON,ALP+ON,0.5280580886681359,IND>OTH>GRN>LNP,True,True,True,2.964391133186417
4_add_seat_class,LONGMAN,ON,ALP,ALP+ON,0.542654,Longman,ON,ALP,ALP+ON,0.5708708294618925,OTH>GRN>LNP,True,True,True,2.8216829461892523
4_add_seat_class,LYNE,LNP,IND,IND+LNP,0.553836,Lyne,LNP,IND,IND+LNP,0.5460676406257217,GRN>OTH>ALP>ON,True,True,True,0.7768359374278333
4_add_seat_class,LYONS,ALP,ON,ALP+ON,0.540679,Lyons,ALP,ON,ALP+ON,0.5181547382469882,IND>OTH>GRN>LNP,True,True,True,2.252426175301181
4_add_seat_class,MACARTHUR,ALP,ON,ALP+ON,0.5908059999999999,Macarthur,ALP,ON,ALP+ON,0.5804691233535046,OTH>LNP>GRN,True,True,True,1.0336876646495297
4_add_seat_class,MACKELLAR,IND,LNP,IND+LNP,0.553434,Mackellar,IND,LNP,IND+LNP,0.5701375310958429,OTH>ALP>GRN>ON,True,True,True,1.6703531095842883
4_add_seat_class,MACNAMARA,ALP,LNP,ALP+LNP,0.6336229999999999,Macnamara,ALP,LNP,ALP+LNP,0.6354002471651481,OTH>ON>GRN,True,True,True,0.17772471651481547
4_add_seat_class,MACQUARIE,ALP,ON,ALP+ON,0.542699,Macquarie,ALP,ON,ALP+ON,0.5072400620263694,OTH>GRN>LNP,True,True,True,3.5458937973630644
4_add_seat_class,MAKIN,ALP,ON,ALP+ON,0.604618,Makin,ALP,ON,ALP+ON,0.5932046771431151,OTH>LNP>GRN,True,True,True,1.14133228568849
4_add_seat_class,MALLEE,LNP,ON,LNP+ON,0.5508310000000001,Mallee,LNP,ON,LNP+ON,0.5127607652490707,GRN>ALP>IND>OTH,True,True,True,3.807023475092941
4_add_seat_class,MARANOA,LNP,ON,LNP+ON,0.5569080000000001,Maranoa,LNP,ON,LNP+ON,0.5569967496972485,GRN>OTH>ALP,True,True,True,0.008874969724848025
4_add_seat_class,MARIBYRNONG,ALP,ON,ALP+ON,0.6027170000000001,Maribyrnong,ALP,ON,ALP+ON,0.5878771337041278,OTH>LNP>GRN,True,True,True,1.4839866295872306
4_add_seat_class,MAYO,OTH,ALP,ALP+OTH,0.6541849999999999,Mayo,OTH,ON,ON+OTH,0.6584269783535159,LNP>GRN>ALP,True,False,False,0.42419783535160294
4_add_seat_class,MCEWEN,ALP,ON,ALP+ON,0.524378,McEwen,ON,ALP,ALP+ON,0.5014262716847087,OTH>GRN>LNP,False,False,True,2.2951728315291353
4_add_seat_class,MCMAHON,ALP,ON,ALP+ON,0.56845,McMahon,ALP,ON,ALP+ON,0.5431616849233779,OTH>IND>GRN>LNP,True,True,True,2.5288315076622103
4_add_seat_class,MCPHERSON,LNP,ALP,ALP+LNP,0.57182,McPherson,LNP,ALP,ALP+LNP,0.5740243571176231,OTH>GRN>IND>ON,True,True,True,0.22043571176231236
4_add_seat_class,MELBOURNE,GRN,ALP,ALP+GRN,0.52065,Melbourne,GRN,ALP,ALP+GRN,0.5849156860984978,OTH>IND>LNP>ON,True,True,True,6.426568609849781
4_add_seat_class,MENZIES,LNP,ALP,ALP+LNP,0.505668,Menzies,LNP,ALP,ALP+LNP,0.5087267671851415,OTH>IND>GRN>ON,True,True,True,0.3058767185141531
4_add_seat_class,MITCHELL,LNP,ALP,ALP+LNP,0.569098,Mitchell,LNP,ALP,ALP+LNP,0.5643492468123896,OTH>GRN>ON,True,True,True,0.4748753187610366
4_add_seat_class,MONASH,IND,LNP,IND+LNP,0.50139,Monash,ON,IND,IND+ON,0.5119466272826267,OTH>GRN>ALP>LNP,False,False,False,1.055662728262674
4_add_seat_class,MONCRIEFF,LNP,ALP,ALP+LNP,0.601565,Moncrieff,LNP,ALP,ALP+LNP,0.585970133660108,IND>OTH>GRN>ON,True,True,True,1.5594866339892044
4_add_seat_class,MOORE,LNP,ALP,ALP+LNP,0.508176,Moore,ALP,LNP,ALP+LNP,0.5375093021792168,OTH>GRN>ON>IND,False,False,True,2.9333302179216814
4_add_seat_class,MORETON,ALP,ON,ALP+ON,0.632397,Moreton,ALP,ON,ALP+ON,0.6153995946510946,OTH>LNP>GRN,True,True,True,1.699740534890537
4_add_seat_class,NEW ENGLAND,LNP,ON,LNP+ON,0.580524,New England,LNP,ON,LNP+ON,0.5930179810014841,IND>OTH>GRN>ALP,True,True,True,1.2493981001484022
4_add_seat_class,NEWCASTLE,ALP,GRN,ALP+GRN,0.585974,Newcastle,ALP,GRN,ALP+GRN,0.5800897535194862,OTH>LNP>ON,True,True,True,0.5884246480513777
4_add_seat_class,NICHOLLS,LNP,IND,IND+LNP,0.604812,Nicholls,LNP,IND,IND+LNP,0.5257398082835212,GRN>OTH>ALP>ON,True,True,True,7.907219171647883
4_add_seat_class,O'CONNOR,LNP,ON,LNP+ON,0.509127,O'Connor,ON,LNP,LNP+ON,0.5066133484578037,GRN>OTH>ALP,False,False,True,0.25136515421962935
4_add_seat_class,OXLEY,ALP,ON,ALP+ON,0.6371370000000001,Oxley,ALP,ON,ALP+ON,0.6278465624538527,OTH>LNP>GRN,True,True,True,0.9290437546147334
4_add_seat_class,PAGE,LNP,ALP,ALP+LNP,0.615702,Page,LNP,ALP,ALP+LNP,0.6102002904816902,IND>OTH>GRN>ON,True,True,True,0.550170951830975
4_add_seat_class,PARKES,ON,LNP,LNP+ON,0.518501,Parkes,ON,LNP,LNP+ON,0.5373271756204483,IND>GRN>ALP>OTH,True,True,True,1.8826175620448304
4_add_seat_class,PARRAMATTA,ALP,LNP,ALP+LNP,0.600432,Parramatta,ALP,LNP,ALP+LNP,0.5859271518128224,OTH>GRN>ON,True,True,True,1.4504848187177566
4_add_seat_class,PATERSON,ALP,ON,ALP+ON,0.531524,Paterson,ALP,ON,ALP+ON,0.5019333107652472,OTH>GRN>IND>LNP,True,True,True,2.959068923475283
4_add_seat_class,PEARCE,ALP,ON,ALP+ON,0.531457,Pearce,ALP,ON,ALP+ON,0.5173948266493726,OTH>GRN>LNP,True,True,True,1.4062173350627316
4_add_seat_class,PERTH,ALP,ON,ALP+ON,0.632414,Perth,ALP,ON,ALP+ON,0.6150364515665637,OTH>LNP>GRN,True,True,True,1.7377548433436307
4_add_seat_class,PETRIE,LNP,ALP,ALP+LNP,0.520378,Petrie,LNP,ALP,ALP+LNP,0.517640518357436,OTH>GRN>ON,True,True,True,0.27374816425640436
4_add_seat_class,RANKIN,ALP,ON,ALP+ON,0.606254,Rankin,ALP,ON,ALP+ON,0.6023504150248857,LNP>OTH>GRN,True,True,True,0.3903584975114227
4_add_seat_class,REID,ALP,LNP,ALP+LNP,0.596772,Reid,ALP,LNP,ALP+LNP,0.588494426854625,IND>OTH>GRN>ON,True,True,True,0.8277573145374917
4_add_seat_class,RICHMOND,GRN,ON,GRN+ON,0.646215,Richmond,GRN,ON,GRN+ON,0.6468211545985927,OTH>LNP>ALP,True,True,True,0.06061545985927008
4_add_seat_class,RIVERINA,LNP,IND,IND+LNP,0.617066,Riverina,LNP,ON,LNP+ON,0.5327722366855311,GRN>OTH>ALP>IND,True,False,False,8.429376331446893
4_add_seat_class,ROBERTSON,ALP,ON,ALP+ON,0.5484559999999999,Robertson,ALP,ON,ALP+ON,0.5217991887299124,IND>OTH>GRN>LNP,True,True,True,2.6656811270087566
4_add_seat_class,RYAN,GRN,LNP,GRN+LNP,0.5444559999999999,Ryan,GRN,LNP,GRN+LNP,0.5444557840733005,OTH>ON>ALP,True,True,True,2.159266994095077e-05
