State,DivisionID,Electorate,EliminatedModelCategory,FinishPosition,CategoryExitCount,AliveModelCategoriesAfter,CandidateCount,InternalCandidateExclusions,LastSurvivorCandidate,LastSurvivorSubtype,LastSurvivorIdeologyFamily,LastSurvivorPrimaryCoverage,TotalVariationDistance,MaximumRecipientDelta,ObservedDominantRecipient,PassThroughDominantRecipient,DominantRecipientChanged
NT,307,Solomon,ON,5,3,ALP>LNP>GRN>IND,1,0,Benjamin Craker,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,155,Bowman,GRN,3,5,ALP>LNP,1,0,Kristie Lockhart,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,155,Bowman,ON,4,4,ALP>LNP>GRN,1,0,Matthew Knight,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,156,Brisbane,ON,4,5,ALP>LNP>GRN,1,0,Cheryl Wood,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,157,Capricornia,GRN,5,2,ALP>LNP>ON>OTH,1,0,Mick Jones,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,157,Capricornia,ON,3,4,ALP>LNP,1,0,Cheryl Kempton,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,158,Dawson,GRN,5,3,ALP>LNP>ON>OTH,1,0,Paula Creen,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,158,Dawson,ON,3,5,ALP>LNP,1,0,Darren Brown,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,159,Fadden,GRN,4,6,ALP>LNP>ON,1,0,Andrew Stimson,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,159,Fadden,ON,3,7,ALP>LNP,1,0,Nick Muir,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,160,Fairfax,ON,4,5,ALP>LNP>IND,1,0,Beatrice Marsh,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,161,Fisher,IND,3,6,ALP>LNP,1,0,Keryn Jones,IND_PROMINENT,CENTRE_LEFT,1.0,0.0,0.0,ALP,ALP,False
QLD,162,Forde,GRN,4,5,ALP>LNP>ON,1,0,Kirsty Petersen,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,162,Forde,ON,3,6,ALP>LNP,1,0,Matthew Lambert,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,163,Griffith,LNP,3,5,ALP>GRN,1,0,Anthony Bishop,LNP,,1.0,0.0,0.0,ALP,ALP,False
QLD,163,Griffith,ON,4,4,ALP>LNP>GRN,1,0,Lindsay Bell,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,164,Groom,ALP,3,6,LNP>IND,1,0,Richard Edwards,ALP,,1.0,0.0,0.0,IND,IND,False
QLD,164,Groom,ON,4,5,ALP>LNP>IND,1,0,Rebecca Konz,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,165,Herbert,GRN,4,5,ALP>LNP>OTH,1,0,Chris Evans,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,165,Herbert,ON,5,4,ALP>LNP>GRN>OTH,1,0,Ross Macdonald,ON,,1.0,0.0,0.0,OTH,OTH,False
QLD,166,Hinkler,GRN,4,4,ALP>LNP>ON,1,0,Andrew Mclean,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,166,Hinkler,ON,3,5,ALP>LNP,1,0,Tyler Carman,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,167,Kennedy,ALP,3,6,LNP>OTH,1,0,Sharon Winn,ALP,,1.0,0.0,0.0,OTH,OTH,False
QLD,167,Kennedy,GRN,5,4,ALP>LNP>ON>OTH,1,0,Carole Stanford,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,167,Kennedy,ON,4,5,ALP>LNP>OTH,1,0,Kate Harris,ON,,1.0,0.0,0.0,OTH,OTH,False
QLD,168,Leichhardt,ON,3,8,ALP>LNP,1,0,Robert Hicks,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,169,Lilley,GRN,3,4,ALP>LNP,1,0,Melissa Stevens,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,169,Lilley,ON,4,3,ALP>LNP>GRN,1,0,Michelle Mckay,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,170,Maranoa,ALP,3,6,LNP>ON,1,0,Alex Newman,ALP,,1.0,0.0,0.0,LNP,LNP,False
QLD,170,Maranoa,GRN,5,4,ALP>LNP>ON>OTH,1,0,Elizabeth Johnston,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,171,McPherson,GRN,4,9,ALP>LNP>IND,1,0,Amanda Kennealy,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,171,McPherson,IND,3,10,ALP>LNP,1,0,Erchana Murray-Bartlett,IND_PROMINENT,CENTRE_LEFT,1.0,0.0,0.0,ALP,ALP,False
QLD,171,McPherson,ON,5,8,ALP>LNP>GRN>IND,1,0,Zyion Attiig,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,172,Moncrieff,GRN,3,7,ALP>LNP,1,0,Sally Spain,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,172,Moncrieff,IND,5,5,ALP>LNP>GRN>ON,1,0,Nicole Arrowsmith,IND_PROMINENT,CENTRE,1.0,0.0,0.0,GRN,GRN,False
QLD,173,Moreton,GRN,3,6,ALP>LNP,1,0,Remah Naji,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,173,Moreton,ON,4,5,ALP>LNP>GRN,1,0,Grant Spork,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,175,Petrie,ON,4,3,ALP>LNP>GRN,1,0,Nicole Shires,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,176,Rankin,GRN,3,6,ALP>LNP,1,0,Joshua Riethmuller,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,177,Ryan,ON,4,5,ALP>LNP>GRN,1,0,Robbie Elsom,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,178,Wide Bay,GRN,4,4,ALP>LNP>ON,1,0,Emma Buhse,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,252,Dickson,GRN,4,6,ALP>LNP>IND,1,0,Vinnie Batten,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,252,Dickson,IND,3,7,ALP>LNP,1,0,Ellie Smith,IND_PROMINENT,LEFT,1.0,0.0,0.0,ALP,ALP,False
QLD,302,Longman,ON,3,4,ALP>LNP,1,0,Peter Mccasker,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,304,Blair,GRN,4,7,ALP>LNP>ON,1,0,Paul Toner,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,304,Blair,ON,3,8,ALP>LNP,1,0,Brendan Kross,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,310,Bonner,ON,4,5,ALP>LNP>GRN,1,0,Christopher De Winter,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,311,Flynn,ON,3,7,ALP>LNP,1,0,David Harris,ON,,1.0,0.0,0.0,LNP,LNP,False
QLD,316,Wright,GRN,4,5,ALP>LNP>ON,1,0,Nicole Thompson,GRN,,1.0,0.0,0.0,ALP,ALP,False
QLD,316,Wright,ON,3,6,ALP>LNP,1,0,Natalie Davis,ON,,1.0,0.0,0.0,LNP,LNP,False
SA,179,Adelaide,ON,4,4,ALP>LNP>GRN,1,0,Riley Size,ON,,1.0,0.0,0.0,LNP,LNP,False
SA,180,Barker,GRN,4,7,ALP>LNP>ON,1,0,Major Moogy Sumner,GRN,,1.0,0.0,0.0,ALP,ALP,False
SA,180,Barker,ON,3,8,ALP>LNP,1,0,Jennifer Troeth,ON,,1.0,0.0,0.0,LNP,LNP,False
SA,182,Boothby,GRN,3,4,ALP>LNP,1,0,Joanna Wells,GRN,,1.0,0.0,0.0,ALP,ALP,False
SA,183,Grey,GRN,5,4,ALP>LNP>ON>IND,1,0,Kathryn Hardwick-Franco,GRN,,1.0,0.0,0.0,ALP,ALP,False
SA,183,Grey,IND,3,6,ALP>LNP,1,0,Anita Kuss,IND_PROMINENT,CENTRE_LEFT,1.0,0.0,0.0,ALP,ALP,False
SA,185,Hindmarsh,GRN,3,7,ALP>LNP,1,0,Matthew Wright,GRN,,1.0,0.0,0.0,ALP,ALP,False
SA,186,Kingston,GRN,3,5,ALP>LNP,1,0,John Photakis,GRN,,1.0,0.0,0.0,ALP,ALP,False
SA,186,Kingston,ON,4,4,ALP>LNP>GRN,1,0,Nathan Skrlj,ON,,1.0,0.0,0.0,LNP,LNP,False
SA,187,Makin,GRN,3,6,ALP>LNP,1,0,Samuel Moore,GRN,,1.0,0.0,0.0,ALP,ALP,False
SA,187,Makin,ON,4,5,ALP>LNP>GRN,1,0,Alison Dew-Fennell,ON,,1.0,0.0,0.0,LNP,LNP,False
SA,188,Mayo,LNP,3,5,ALP>OTH,1,0,Zane Basic,LIB,,1.0,0.0,0.0,OTH,OTH,False
SA,188,Mayo,ON,5,3,ALP>LNP>GRN>OTH,1,0,Rebecca Hewett,ON,,1.0,0.0,0.0,LNP,LNP,False
SA,190,Sturt,GRN,3,5,ALP>LNP,1,0,Katie Mccusker,GRN,,1.0,0.0,0.0,ALP,ALP,False
SA,190,Sturt,IND,4,4,ALP>LNP>GRN,1,0,Verity Cooper,IND_PROMINENT,CENTRE_LEFT,1.0,0.0,0.0,GRN,GRN,False
SA,190,Sturt,ON,5,3,ALP>LNP>GRN>IND,1,0,Peter Bogatec,ON,,1.0,0.0,0.0,LNP,LNP,False
SA,325,Spence,GRN,3,6,ALP>LNP,1,0,Luke Skinner,GRN,,1.0,0.0,0.0,ALP,ALP,False
SA,325,Spence,ON,4,5,ALP>LNP>GRN,1,0,Darryl Bothe,ON,,1.0,0.0,0.0,LNP,LNP,False
TAS,192,Bass,GRN,3,5,ALP>LNP,1,0,Charlene Mclennan,GRN,,1.0,0.0,0.0,ALP,ALP,False
TAS,192,Bass,IND,5,3,ALP>LNP>GRN>ON,1,0,George Razay,IND_PROMINENT,CENTRE,1.0,0.0,0.0,ALP,ALP,False
TAS,193,Braddon,GRN,4,3,ALP>LNP>ON,1,0,Erin Morrow,GRN,,1.0,0.0,0.0,ALP,ALP,False
TAS,193,Braddon,ON,3,4,ALP>LNP,1,0,Christopher Methorst,ON,,1.0,0.0,0.0,LNP,LNP,False
TAS,193,Braddon,OTH,6,1,ALP>LNP>GRN>ON>IND,1,0,Stephen John Kenney,OTH_CYA,RIGHT,1.0,0.0,0.0,ON,ON,False
TAS,195,Franklin,GRN,4,3,ALP>LNP>IND,1,0,Owen Fitzgerald,GRN,,1.0,0.0,0.0,IND,IND,False
TAS,195,Franklin,ON,6,1,ALP>LNP>GRN>IND>OTH,1,0,Stefan Popescu,ON,,1.0,0.0,0.0,LNP,LNP,False
TAS,195,Franklin,OTH,5,2,ALP>LNP>GRN>IND,1,0,Brendan Blomeley,IND_MINOR,CENTRE,1.0,0.0,0.0,IND,IND,False
TAS,196,Lyons,GRN,3,6,ALP>LNP,1,0,Alistair Allan,GRN,,1.0,0.0,0.0,ALP,ALP,False
TAS,196,Lyons,ON,4,5,ALP>LNP>GRN,1,0,Shaun Broadby,ON,,1.0,0.0,0.0,LNP,LNP,False
TAS,319,Clark,GRN,4,2,ALP>LNP>IND,1,0,Janet Shelley,GRN,,1.0,0.0,0.0,IND,IND,False
TAS,319,Clark,LNP,3,3,ALP>IND,1,0,Marilena Di Florio,LIB,,1.0,0.0,0.0,IND,IND,False
TAS,319,Clark,ON,5,1,ALP>LNP>GRN>IND,1,0,Cathy Griggs,ON,,1.0,0.0,0.0,IND,IND,False
VIC,197,Aston,ON,4,6,ALP>LNP>GRN,1,0,John De Wacht,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,198,Ballarat,GRN,3,5,ALP>LNP,1,0,John Barnes,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,198,Ballarat,ON,4,4,ALP>LNP>GRN,1,0,Terri Pryse-Smith,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,200,Bendigo,GRN,3,8,ALP>LNP,1,0,Avery Barnett-Dacey,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,200,Bendigo,ON,4,6,ALP>LNP>GRN,1,0,Heather Freeman,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,201,Bruce,GRN,3,6,ALP>LNP,1,0,Rhonda Garad,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,201,Bruce,ON,4,5,ALP>LNP>GRN,1,0,Bianca Colecchia,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,203,Calwell,GRN,4,10,ALP>LNP>IND,1,0,Ravneet Kaur Garcha,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,203,Calwell,LNP,3,11,ALP>IND,1,0,Usman Ghani,LIB,,1.0,0.0,0.0,IND,IND,False
VIC,204,Casey,GRN,4,5,ALP>LNP>IND,1,0,Merran Blair,GRN,,1.0,0.0,0.0,IND,IND,False
VIC,205,Chisholm,GRN,3,5,ALP>LNP,1,0,Tim Randall,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,205,Chisholm,ON,5,3,ALP>LNP>GRN>IND,1,0,Guy Livori,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,208,Corio,GRN,3,4,ALP>LNP,1,0,Emilie Flynn,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,208,Corio,ON,4,3,ALP>LNP>GRN,1,0,Adam Helman,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,209,Deakin,GRN,3,6,ALP>LNP,1,0,Amy Mills,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,209,Deakin,IND,4,5,ALP>LNP>GRN,1,0,Jess Ness,IND_PROMINENT,LEFT,1.0,0.0,0.0,GRN,GRN,False
VIC,209,Deakin,ON,5,4,ALP>LNP>GRN>IND,1,0,Anne Cooke,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,210,Dunkley,GRN,3,6,ALP>LNP,1,0,Matt Maber,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,210,Dunkley,ON,4,5,ALP>LNP>GRN,1,0,Jessica Davis,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,212,Gellibrand,GRN,3,3,ALP>LNP,1,0,Ponraj Krishna Pandi,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,212,Gellibrand,ON,4,2,ALP>LNP>GRN,1,0,Stephen Bennett,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,212,Gellibrand,OTH,5,1,ALP>LNP>GRN>ON,1,0,Jo Garcia,OTH_FFPA,RIGHT,1.0,0.0,0.0,ON,ON,False
VIC,213,Gippsland,GRN,4,2,ALP>LNP>ON,1,0,Rochelle Hine,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,213,Gippsland,ON,3,3,ALP>LNP,1,0,Gregory Hansford,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,213,Gippsland,OTH,5,1,ALP>LNP>GRN>ON,1,0,Simon Wilson,OTH_LTP,RIGHT,1.0,0.0,0.0,ON,ON,False
VIC,214,Goldstein,ALP,3,5,LNP>IND,1,0,Nildhara Gadani,ALP,,1.0,0.0,0.0,IND,IND,False
VIC,214,Goldstein,GRN,4,4,ALP>LNP>IND,1,0,Alana Galli-Mcrostie,GRN,,1.0,0.0,0.0,IND,IND,False
VIC,214,Goldstein,ON,5,3,ALP>LNP>GRN>IND,1,0,Leon Gardiner,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,216,Holt,ON,4,3,ALP>LNP>GRN,1,0,Trevor Hammond,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,217,Hotham,GRN,3,4,ALP>LNP,1,0,Martin Barry,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,218,Indi,ALP,4,6,LNP>ON>IND,1,0,Mitch Bridges,ALP,,1.0,0.0,0.0,IND,IND,False
VIC,218,Indi,ON,3,7,LNP>IND,1,0,Athol Thomas,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,219,Isaacs,GRN,3,3,ALP>LNP,1,0,Matthew Kirwan,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,219,Isaacs,ON,4,2,ALP>LNP>GRN,1,0,Geoff Mcmahon,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,219,Isaacs,OTH,5,1,ALP>LNP>GRN>ON,1,0,Audrey Harmse,OTH_FFPA,RIGHT,1.0,0.0,0.0,ON,ON,False
VIC,220,Jagajaga,GRN,3,5,ALP>LNP,1,0,Jy Sandford,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,220,Jagajaga,ON,5,3,ALP>LNP>GRN>OTH,1,0,Leslie Ralph,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,221,Kooyong,ALP,3,5,LNP>IND,1,0,Clive Crosby,ALP,,1.0,0.0,0.0,IND,IND,False
VIC,221,Kooyong,ON,5,3,ALP>LNP>GRN>IND,1,0,Camille Brache,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,222,Lalor,GRN,3,5,ALP>LNP,1,0,Owen Parris,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,222,Lalor,ON,4,4,ALP>LNP>GRN,1,0,Jason Oosthuizen,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,223,La Trobe,GRN,3,4,ALP>LNP,1,0,Jamie Longmuir,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,223,La Trobe,ON,4,3,ALP>LNP>GRN,1,0,Leo Panetta,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,224,Mallee,GRN,4,5,ALP>LNP>ON,1,0,Nicole Rowan,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,224,Mallee,ON,3,6,ALP>LNP,1,0,Vaughan Williams,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,225,Maribyrnong,GRN,3,2,ALP>LNP,1,0,James Williams,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,225,Maribyrnong,ON,4,1,ALP>LNP>GRN,1,0,Alannah Casey,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,228,Melbourne,LNP,3,5,ALP>GRN,1,0,Steph Hunt,LIB,,1.0,0.0,0.0,ALP,ALP,False
VIC,228,Melbourne,ON,5,3,ALP>LNP>GRN>OTH,1,0,Melanie Casey,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,229,Menzies,GRN,3,6,ALP>LNP,1,0,Bill Pheasant,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,229,Menzies,IND,4,5,ALP>LNP>GRN,1,0,Stella Yee,IND_PROMINENT,LEFT,1.0,0.0,0.0,GRN,GRN,False
VIC,229,Menzies,ON,5,4,ALP>LNP>GRN>IND,1,0,Jhett Edwards-Scott,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,232,Scullin,GRN,3,6,ALP>LNP,1,0,Loki Sangarya,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,233,Wannon,ALP,3,7,LNP>IND,1,0,Fiona Mackenzie,ALP,,1.0,0.0,0.0,IND,IND,False
VIC,233,Wannon,GRN,5,5,ALP>LNP>ON>IND,1,0,Kate Gazzard,GRN,,1.0,0.0,0.0,IND,IND,False
VIC,233,Wannon,ON,4,6,ALP>LNP>IND,1,0,Leo Curtain,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,320,Cooper,LNP,3,4,ALP>GRN,1,0,Stewart Todhunter,LIB,,1.0,0.0,0.0,ALP,ALP,False
VIC,321,Fraser,LNP,3,4,ALP>GRN,1,0,Satish Patel,LIB,,1.0,0.0,0.0,ALP,ALP,False
VIC,321,Fraser,ON,5,2,ALP>LNP>GRN>OTH,1,0,George Rozario,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,322,Macnamara,ON,4,3,ALP>LNP>GRN,1,0,Sean Rubin,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,324,Nicholls,GRN,4,4,ALP>LNP>ON,1,0,Shelby Eade,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,324,Nicholls,ON,3,5,ALP>LNP,1,0,Aaron Tyrrell,ON,,1.0,0.0,0.0,LNP,LNP,False
VIC,326,Hawke,GRN,3,5,ALP>LNP,1,0,Sarah Newman,GRN,,1.0,0.0,0.0,ALP,ALP,False
VIC,328,Corangamite,GRN,3,6,ALP>LNP,1,0,Mitch Pope,GRN,,1.0,0.0,0.0,ALP,ALP,False
WA,235,Brand,OTH,5,1,ALP>LNP>GRN>ON,1,0,Jim Matters,OTH_HMP,CENTRE_LEFT,1.0,0.0,0.0,GRN,GRN,False
WA,236,Canning,GRN,4,3,ALP>LNP>ON,1,0,Jordan Cahill,GRN,,1.0,0.0,0.0,ALP,ALP,False
WA,236,Canning,ON,3,4,ALP>LNP,1,0,Fernando Bove,ON,,1.0,0.0,0.0,LNP,LNP,False
WA,237,Cowan,ON,4,5,ALP>LNP>GRN,1,0,Bradley Yates,ON,,1.0,0.0,0.0,LNP,LNP,False
WA,238,Curtin,ALP,3,4,LNP>IND,1,0,Viktor Andrew Ko,ALP,,1.0,0.0,0.0,IND,IND,False
WA,238,Curtin,GRN,4,3,ALP>LNP>IND,1,0,Kitty Hemsley,GRN,,1.0,0.0,0.0,IND,IND,False
WA,238,Curtin,ON,5,2,ALP>LNP>GRN>IND,1,0,Alexander Ironside,ON,,1.0,0.0,0.0,LNP,LNP,False
WA,238,Curtin,OTH,6,1,ALP>LNP>GRN>ON>IND,1,0,Fred Mulholland,OTH_HMP,CENTRE_LEFT,1.0,0.0,0.0,GRN,GRN,False
WA,239,Forrest,GRN,5,4,ALP>LNP>ON>IND,1,0,Georgia Beardman,GRN,,1.0,0.0,0.0,ALP,ALP,False
WA,239,Forrest,IND,3,6,ALP>LNP,1,0,Sue Chapman,IND_PROMINENT,CENTRE_LEFT,1.0,0.0,0.0,ALP,ALP,False
WA,239,Forrest,ON,4,5,ALP>LNP>IND,1,0,Paul Van Der Mey,ON,,1.0,0.0,0.0,LNP,LNP,False
WA,240,Fremantle,GRN,4,4,ALP>LNP>IND,1,0,Amy Warne,GRN,,1.0,0.0,0.0,IND,IND,False
WA,240,Fremantle,LNP,3,5,ALP>IND,1,0,Tait Marston,LIB,,1.0,0.0,0.0,IND,IND,False
WA,242,Moore,GRN,4,5,ALP>LNP>OTH,1,0,Scott Mccarthy,GRN,,1.0,0.0,0.0,ALP,ALP,False
WA,242,Moore,IND,5,4,ALP>LNP>GRN>OTH,1,0,Nathan Barton,IND_PROMINENT,CENTRE_LEFT,1.0,0.0,0.0,OTH,OTH,False
WA,242,Moore,ON,6,3,ALP>LNP>GRN>IND>OTH,1,0,Paul Fimognari,ON,,1.0,0.0,0.0,LNP,LNP,False
WA,243,O'Connor,GRN,4,4,ALP>LNP>ON,1,0,Giz Watson,GRN,,1.0,0.0,0.0,ALP,ALP,False
WA,244,Pearce,GRN,3,4,ALP>LNP,1,0,Nicholas D'Alonzo,GRN,,1.0,0.0,0.0,ALP,ALP,False
WA,244,Pearce,ON,4,3,ALP>LNP>GRN,1,0,John Burton,ON,,1.0,0.0,0.0,LNP,LNP,False
WA,245,Perth,GRN,3,2,ALP>LNP,1,0,Sophie Greer,GRN,,1.0,0.0,0.0,ALP,ALP,False
WA,245,Perth,ON,4,1,ALP>LNP>GRN,1,0,Peter Hallifax,ON,,1.0,0.0,0.0,LNP,LNP,False
WA,247,Swan,GRN,3,4,ALP>LNP,1,0,Clint Uink,GRN,,1.0,0.0,0.0,ALP,ALP,False
WA,247,Swan,ON,4,3,ALP>LNP>GRN,1,0,Michael Halley,ON,,1.0,0.0,0.0,LNP,LNP,False
WA,248,Tangney,ON,4,3,ALP>LNP>GRN,1,0,Steve Kefalinos,ON,,1.0,0.0,0.0,LNP,LNP,False
WA,305,Hasluck,GRN,3,5,ALP>LNP,1,0,Tamica Matson,GRN,,1.0,0.0,0.0,ALP,ALP,False
WA,305,Hasluck,ON,4,4,ALP>LNP>GRN,1,0,Adrian Deeth,ON,,1.0,0.0,0.0,LNP,LNP,False
WA,317,Burt,GRN,4,4,ALP>LNP>ON,1,0,Adam Abdul Razak,GRN,,1.0,0.0,0.0,ALP,ALP,False
WA,317,Burt,ON,3,5,ALP>LNP,1,0,Liz Ierardi,ON,,1.0,0.0,0.0,LNP,LNP,False
WA,329,Bullwinkel,ON,4,3,ALP>LNP>GRN,1,0,Trevor Mayes,ON,,1.0,0.0,0.0,LNP,LNP,False
