Seat,Eliminated,ReportedAliveSet,AliveSet,AliveSetSource,AliveSetPositionConflict,RecordedPosition,TopThree
Sydney,ON,ALP+GRN+LNP,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4.0,ALP+GRN+LNP
Sydney,OTH,ALP+GRN+LNP+ON,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5.0,ALP+GRN+LNP
Tangney,GRN,ALP+LNP,ALP+LNP,positive_recipients_validated_against_3cp,False,3.0,ALP+LNP+GRN
Tangney,ON,ALP+GRN+LNP,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4.0,ALP+LNP+GRN
Tangney,OTH,ALP+GRN+LNP+ON,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5.0,ALP+LNP+GRN
Tasmania,GRN,ALP+IND+LNP+ON,ALP+IND+LNP+ON,positive_recipients_validated_against_3cp,False,nan,
Tasmania,IND,ALP+GRN+LNP+ON+OTH,ALP+GRN+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,nan,
Tasmania,LNP,ALP+IND,ALP+IND,positive_recipients_validated_against_3cp,False,nan,
Tasmania,ON,ALP+GRN+IND+LNP+OTH,ALP+GRN+IND+LNP+OTH,positive_recipients_validated_against_3cp,False,nan,
Tasmania,OTH,ALP+GRN+IND+LNP+ON,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,nan,
Victoria,ALP,IND+LNP+ON,IND+LNP+ON,positive_recipients_validated_against_3cp,False,nan,
Victoria,GRN,ALP+IND+LNP+ON+OTH,ALP+IND+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,nan,
Victoria,IND,ALP+GRN+LNP+ON+OTH,ALP+GRN+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,nan,
Victoria,LNP,ALP+GRN+IND,ALP+GRN+IND,positive_recipients_validated_against_3cp,False,nan,
Victoria,ON,ALP+GRN+IND+LNP+OTH,ALP+GRN+IND+LNP+OTH,positive_recipients_validated_against_3cp,False,nan,
Victoria,OTH,ALP+GRN+IND+LNP+ON,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,nan,
Wannon,ALP,IND+LNP,IND+LNP,positive_recipients_validated_against_3cp,False,3.0,LNP+IND+ALP
Wannon,GRN,ALP+IND+LNP+ON,ALP+IND+LNP+ON,positive_recipients_validated_against_3cp,False,5.0,LNP+IND+ALP
Wannon,ON,ALP+IND+LNP,ALP+IND+LNP,positive_recipients_validated_against_3cp,False,4.0,LNP+IND+ALP
Wannon,OTH,ALP+GRN+IND+LNP+ON,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6.0,LNP+IND+ALP
Warringah*,ALP,IND+LNP,IND+LNP,positive_recipients_validated_against_3cp,False,3.0,IND+LNP+ALP
Warringah*,GRN,ALP+IND+LNP,ALP+IND+LNP,positive_recipients_validated_against_3cp,False,4.0,IND+LNP+ALP
Warringah*,ON,ALP+GRN+IND+LNP,ALP+GRN+IND+LNP,positive_recipients_validated_against_3cp,False,5.0,IND+LNP+ALP
Warringah*,OTH,ALP+GRN+IND+LNP+ON,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6.0,IND+LNP+ALP
Watson*,GRN,ALP+IND+LNP,ALP+IND+LNP,positive_recipients_validated_against_3cp,False,4.0,ALP+IND+LNP
Watson*,LNP,ALP+IND,ALP+IND,positive_recipients_validated_against_3cp,False,3.0,ALP+IND+LNP
Watson*,ON,ALP+GRN+IND+LNP+OTH,ALP+GRN+IND+LNP+OTH,positive_recipients_validated_against_3cp,False,6.0,ALP+IND+LNP
Watson*,OTH,ALP+GRN+IND+LNP,ALP+GRN+IND+LNP,positive_recipients_validated_against_3cp,False,5.0,ALP+IND+LNP
Wentworth*,ALP,IND+LNP,IND+LNP,positive_recipients_validated_against_3cp,False,3.0,IND+LNP+ALP
Wentworth*,GRN,ALP+IND+LNP,ALP+IND+LNP,positive_recipients_validated_against_3cp,False,4.0,IND+LNP+ALP
Wentworth*,ON,ALP+GRN+IND+LNP,ALP+GRN+IND+LNP,positive_recipients_validated_against_3cp,False,5.0,IND+LNP+ALP
Wentworth*,OTH,ALP+GRN+IND+LNP+ON,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6.0,IND+LNP+ALP
Werriwa,GRN,ALP+LNP,ALP+LNP,positive_recipients_validated_against_3cp,False,3.0,ALP+LNP+GRN
Werriwa,IND,ALP+GRN+LNP+ON+OTH,ALP+GRN+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6.0,ALP+LNP+GRN
Werriwa,ON,ALP+GRN+LNP,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4.0,ALP+LNP+GRN
Werriwa,OTH,ALP+GRN+LNP+ON,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5.0,ALP+LNP+GRN
Western Australia,ALP,IND+LNP,IND+LNP,positive_recipients_validated_against_3cp,False,nan,
Western Australia,GRN,ALP+IND+LNP+ON,ALP+IND+LNP+ON,positive_recipients_validated_against_3cp,False,nan,
Western Australia,IND,ALP+GRN+LNP+ON+OTH,ALP+GRN+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,nan,
Western Australia,LNP,ALP+IND,ALP+IND,positive_recipients_validated_against_3cp,False,nan,
Western Australia,ON,ALP+GRN+IND+LNP+OTH,ALP+GRN+IND+LNP+OTH,positive_recipients_validated_against_3cp,False,nan,
Western Australia,OTH,ALP+GRN+IND+LNP+ON,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,nan,
Whitlam*,GRN,ALP+LNP,ALP+LNP,positive_recipients_validated_against_3cp,False,3.0,ALP+LNP+GRN
Whitlam*,IND,ALP+GRN+LNP+ON,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,4.0,ALP+LNP+GRN
Whitlam*,ON,ALP+GRN+LNP,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4.0,ALP+LNP+GRN
Whitlam*,OTH,ALP+GRN+IND+LNP+ON,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6.0,ALP+LNP+GRN
Wide Bay,GRN,ALP+LNP+ON,ALP+LNP+ON,positive_recipients_validated_against_3cp,True,3.0,LNP+ALP+ON
Wide Bay,IND,ALP+GRN+LNP+ON+OTH,ALP+GRN+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6.0,LNP+ALP+ON
Wide Bay,ON,ALP+LNP,ALP+LNP,positive_recipients_validated_against_3cp,False,3.0,LNP+ALP+ON
Wide Bay,OTH,ALP+GRN+LNP+ON,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5.0,LNP+ALP+ON
Wills,LNP,ALP+GRN,ALP+GRN,positive_recipients_validated_against_3cp,False,3.0,ALP+GRN+LNP
Wills,ON,ALP+GRN+LNP+OTH,ALP+GRN+LNP+OTH,positive_recipients_validated_against_3cp,False,5.0,ALP+GRN+LNP
Wills,OTH,ALP+GRN+LNP,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4.0,ALP+GRN+LNP
Wright,GRN,ALP+LNP+ON,ALP+LNP+ON,positive_recipients_validated_against_3cp,False,4.0,LNP+ALP+ON
Wright,ON,ALP+LNP,ALP+LNP,positive_recipients_validated_against_3cp,False,3.0,LNP+ALP+ON
Wright,OTH,ALP+GRN+LNP+ON,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5.0,LNP+ALP+ON
