Seat,Eliminated,AliveSet,Recipient,Votes,Share, 
Wills,OTH,ALP|GRN|LNP,GRN,9640.0,0.7009379771686177,
Fraser,LNP,ALP|GRN,ALP,14865.0,0.643868843938147,
Fraser,LNP,ALP|GRN,GRN,8222.0,0.35613115606185297,
Fraser,ON,ALP|GRN|LNP|OTH,ALP,899.0,0.13777777777777778,
Fraser,ON,ALP|GRN|LNP|OTH,LNP,3436.0,0.5265900383141763,
Fraser,ON,ALP|GRN|LNP|OTH,GRN,943.0,0.14452107279693488,
Fraser,ON,ALP|GRN|LNP|OTH,OTH,1247.0,0.19111111111111112,
Fraser,OTH,ALP|GRN|LNP|ON,ALP,2099.0,0.16796031047451387,
Fraser,OTH,ALP|GRN|LNP|ON,LNP,1526.0,0.12210930623349604,
Fraser,OTH,ALP|GRN|LNP|ON,GRN,7482.0,0.5987036888853324,
Fraser,OTH,ALP|GRN|LNP|ON,ON,1390.0,0.1112266944066576,
Gellibrand,GRN,ALP|LNP,ALP,16878.0,0.8293449953319247,
Gellibrand,GRN,ALP|LNP,LNP,3473.0,0.1706550046680753,
Gellibrand,ON,ALP|GRN|LNP,ALP,1727.0,0.21983197556008147,
Gellibrand,ON,ALP|GRN|LNP,LNP,4756.0,0.6053971486761711,
Gellibrand,ON,ALP|GRN|LNP,GRN,1373.0,0.17477087576374745,
Gellibrand,OTH,ALP|GRN|LNP|ON,ALP,840.0,0.1910828025477707,
Gellibrand,OTH,ALP|GRN|LNP|ON,LNP,945.0,0.21496815286624205,
Gellibrand,OTH,ALP|GRN|LNP|ON,GRN,1045.0,0.23771610555050046,
Gellibrand,OTH,ALP|GRN|LNP|ON,ON,1566.0,0.3562329390354868,
Maribyrnong,GRN,ALP|LNP,ALP,22247.0,0.8995228853307456,
Maribyrnong,GRN,ALP|LNP,LNP,2485.0,0.10047711466925441,
Maribyrnong,ON,ALP|GRN|LNP,ALP,1349.0,0.17599478147423353,
Maribyrnong,ON,ALP|GRN|LNP,LNP,5178.0,0.6755381604696673,
Maribyrnong,ON,ALP|GRN|LNP,GRN,1138.0,0.14846705805609914,
Aston,GRN,ALP|LNP,ALP,14423.0,0.844883135141468,
Aston,GRN,ALP|LNP,LNP,2648.0,0.15511686485853202,
Aston,ON,ALP|GRN|LNP,ALP,1113.0,0.14685314685314685,
Aston,ON,ALP|GRN|LNP,LNP,4622.0,0.6098429872014778,
Aston,ON,ALP|GRN|LNP,GRN,1844.0,0.24330386594537537,
Aston,IND,ALP|GRN|LNP|ON,ALP,1458.0,0.2658643326039387,
Aston,IND,ALP|GRN|LNP|ON,LNP,874.0,0.15937272064186725,
Aston,IND,ALP|GRN|LNP|ON,GRN,2059.0,0.37545587162655,
Aston,IND,ALP|GRN|LNP|ON,ON,1093.0,0.19930707512764406,
Aston,OTH,ALP|GRN|IND|LNP|ON,ALP,555.0,0.12219286657859973,
Aston,OTH,ALP|GRN|IND|LNP|ON,LNP,1196.0,0.2633201232937032,
Aston,OTH,ALP|GRN|IND|LNP|ON,GRN,349.0,0.07683839718185821,
Aston,OTH,ALP|GRN|IND|LNP|ON,ON,1463.0,0.32210479964773225,
Aston,OTH,ALP|GRN|IND|LNP|ON,IND,979.0,0.21554381329810657,
Deakin,GRN,ALP|LNP,ALP,16564.0,0.8572611530897423,
Deakin,GRN,ALP|LNP,LNP,2758.0,0.14273884691025773,
Deakin,ON,ALP|GRN|IND|LNP,ALP,340.0,0.06276536828502861,
Deakin,ON,ALP|GRN|IND|LNP,LNP,3058.0,0.564519106516522,
Deakin,ON,ALP|GRN|IND|LNP,GRN,295.0,0.05445818718848071,
Deakin,ON,ALP|GRN|IND|LNP,IND,1724.0,0.31825733800996864,
Deakin,IND,ALP|GRN|LNP,ALP,3504.0,0.32643935159306875,
Deakin,IND,ALP|GRN|LNP,LNP,2411.0,0.22461337805105272,
Deakin,IND,ALP|GRN|LNP,GRN,4819.0,0.4489472703558785,
Deakin,OTH,ALP|GRN|IND|LNP|ON,ALP,429.0,0.07738095238095238,
Deakin,OTH,ALP|GRN|IND|LNP|ON,LNP,1534.0,0.2766955266955267,
Deakin,OTH,ALP|GRN|IND|LNP|ON,GRN,450.0,0.08116883116883117,
Deakin,OTH,ALP|GRN|IND|LNP|ON,ON,2374.0,0.4282106782106782,
Deakin,OTH,ALP|GRN|IND|LNP|ON,IND,757.0,0.13654401154401155,
Menzies,GRN,ALP|LNP,ALP,14044.0,0.8317441516138585,
Menzies,GRN,ALP|LNP,LNP,2841.0,0.16825584838614155,
Menzies,ON,ALP|GRN|IND|LNP,ALP,398.0,0.09460423104349892,
Menzies,ON,ALP|GRN|IND|LNP,LNP,2463.0,0.5854528167340147,
Menzies,ON,ALP|GRN|IND|LNP,GRN,233.0,0.055383884002852386,
Menzies,ON,ALP|GRN|IND|LNP,IND,1113.0,0.26455906821963393,
Menzies,IND,ALP|GRN|LNP,ALP,2907.0,0.32314361938639397,
Menzies,IND,ALP|GRN|LNP,LNP,2173.0,0.2415518008003557,
Menzies,IND,ALP|GRN|LNP,GRN,3916.0,0.4353045798132503,
Menzies,OTH,ALP|GRN|IND|LNP|ON,ALP,542.0,0.09298335906673529,
Menzies,OTH,ALP|GRN|IND|LNP|ON,LNP,1586.0,0.2720878366786756,
Menzies,OTH,ALP|GRN|IND|LNP|ON,GRN,738.0,0.12660833762223367,
Menzies,OTH,ALP|GRN|IND|LNP|ON,ON,2046.0,0.3510036026762738,
Menzies,OTH,ALP|GRN|IND|LNP|ON,IND,917.0,0.15731686395608166,
Calwell,LNP,ALP|IND,ALP,6345.0,0.31677483774338494,
Calwell,LNP,ALP|IND,IND,13685.0,0.6832251622566151,
Calwell,GRN,ALP|IND|LNP,ALP,10259.0,0.6864043891342165,
Calwell,GRN,ALP|IND|LNP,LNP,989.0,0.06617155091663321,
Calwell,GRN,ALP|IND|LNP,IND,3698.0,0.2474240599491503,
Calwell,ON,ALP|GRN|IND|LNP|OTH,ALP,498.0,0.0994408945686901,
Calwell,ON,ALP|GRN|IND|LNP|OTH,LNP,1261.0,0.25179712460063897,
Calwell,ON,ALP|GRN|IND|LNP|OTH,GRN,327.0,0.06529552715654952,
Calwell,ON,ALP|GRN|IND|LNP|OTH,IND,1877.0,0.37480031948881787,
Calwell,ON,ALP|GRN|IND|LNP|OTH,OTH,1045.0,0.20866613418530353,
Calwell,OTH,ALP|GRN|IND|LNP,ALP,5118.0,0.1842133678868373,
Calwell,OTH,ALP|GRN|IND|LNP,LNP,4089.0,0.14717633084980022,
Calwell,OTH,ALP|GRN|IND|LNP,GRN,7287.0,0.2622826908541194,
Calwell,OTH,ALP|GRN|IND|LNP,IND,11289.0,0.4063276104092431,
Jagajaga,GRN,ALP|LNP,ALP,19024.0,0.9023383768913342,
Jagajaga,GRN,ALP|LNP,LNP,2059.0,0.09766162310866575,
Jagajaga,ON,ALP|GRN|IND|LNP,ALP,643.0,0.11953894775980665,
Jagajaga,ON,ALP|GRN|IND|LNP,LNP,3003.0,0.558282208588957,
Jagajaga,ON,ALP|GRN|IND|LNP,GRN,269.0,0.050009295408068415,
Jagajaga,ON,ALP|GRN|IND|LNP,IND,1464.0,0.27216954824316786,
Jagajaga,IND,ALP|GRN|LNP,ALP,2626.0,0.3241175018513947,
Jagajaga,IND,ALP|GRN|LNP,LNP,2278.0,0.2811651444087879,
Jagajaga,IND,ALP|GRN|LNP,GRN,3198.0,0.3947173537398173,
Jagajaga,OTH,ALP|GRN|IND|LNP|ON,ALP,281.0,0.08745720510426393,
Jagajaga,OTH,ALP|GRN|IND|LNP|ON,LNP,1177.0,0.3663243075007781,
Jagajaga,OTH,ALP|GRN|IND|LNP|ON,GRN,282.0,0.08776844070961717,
Jagajaga,OTH,ALP|GRN|IND|LNP|ON,ON,1031.0,0.3208839091192032,
Jagajaga,OTH,ALP|GRN|IND|LNP|ON,IND,442.0,0.13756613756613756,
Scullin,GRN,ALP|LNP,ALP,13295.0,0.6938573143364125,
Scullin,GRN,ALP|LNP,LNP,5866.0,0.3061426856635875,
Scullin,ON,ALP|GRN|LNP,ALP,2322.0,0.17478359051561912,
Scullin,ON,ALP|GRN|LNP,LNP,6476.0,0.487467068121942,
Scullin,ON,ALP|GRN|LNP,GRN,4487.0,0.33774934136243884,
Scullin,OTH,ALP|GRN|LNP|ON,ALP,3107.0,0.17358511648695457,
Scullin,OTH,ALP|GRN|LNP|ON,LNP,2324.0,0.12983965584669535,
Scullin,OTH,ALP|GRN|LNP|ON,GRN,5584.0,0.3119727359070339,
Scullin,OTH,ALP|GRN|LNP|ON,ON,6884.0,0.38460249175931616,
Bruce,GRN,ALP|LNP,ALP,15869.0,0.8401630664972469,
Bruce,GRN,ALP|LNP,LNP,3019.0,0.15983693350275308,
Bruce,ON,ALP|GRN|LNP,ALP,2773.0,0.1982271784973908,
Bruce,ON,ALP|GRN|LNP,LNP,7828.0,0.5595825291300307,
Bruce,ON,ALP|GRN|LNP,GRN,3388.0,0.24219029237257844,
Bruce,OTH,ALP|GRN|LNP|ON,ALP,2499.0,0.19963252915801247,
Bruce,OTH,ALP|GRN|LNP|ON,LNP,2674.0,0.2136123981466688,
Bruce,OTH,ALP|GRN|LNP|ON,GRN,2287.0,0.18269691644032593,
Bruce,OTH,ALP|GRN|LNP|ON,ON,5058.0,0.4040581562549928,
Dunkley,GRN,ALP|LNP,ALP,15655.0,0.8408529380169728,
Dunkley,GRN,ALP|LNP,LNP,2963.0,0.15914706198302717,
Dunkley,ON,ALP|GRN|LNP,ALP,1834.0,0.17019302152932442,
Dunkley,ON,ALP|GRN|LNP,LNP,6472.0,0.6005939123979213,
Dunkley,ON,ALP|GRN|LNP,GRN,2470.0,0.22921306607275427,
Dunkley,IND,ALP|GRN|LNP|ON|OTH,ALP,748.0,0.19830328738069988,
Dunkley,IND,ALP|GRN|LNP|ON|OTH,LNP,661.0,0.1752386002120891,
Dunkley,IND,ALP|GRN|LNP|ON|OTH,GRN,687.0,0.18213149522799577,
Dunkley,IND,ALP|GRN|LNP|ON|OTH,ON,958.0,0.2539766702014846,
Dunkley,IND,ALP|GRN|LNP|ON|OTH,OTH,718.0,0.19034994697773064,
Dunkley,OTH,ALP|GRN|LNP|ON,ALP,2285.0,0.2568281443183095,
Dunkley,OTH,ALP|GRN|LNP|ON,LNP,1476.0,0.16589861751152074,
Dunkley,OTH,ALP|GRN|LNP|ON,GRN,2812.0,0.31606159379566146,
Dunkley,OTH,ALP|GRN|LNP|ON,ON,2324.0,0.2612116443745083,
Holt,GRN,ALP|LNP,ALP,14302.0,0.8262753480848114,
Holt,GRN,ALP|LNP,LNP,3007.0,0.17372465191518863,
Holt,ON,ALP|GRN|LNP,ALP,2314.0,0.19901952352283478,
Holt,ON,ALP|GRN|LNP,LNP,6315.0,0.5431323643244172,
Holt,ON,ALP|GRN|LNP,GRN,2998.0,0.2578481121527479,
Holt,OTH,ALP|GRN|LNP|ON,ALP,2236.0,0.22517623363544814,
Holt,OTH,ALP|GRN|LNP|ON,LNP,1533.0,0.15438066465256797,
Holt,OTH,ALP|GRN|LNP|ON,GRN,3189.0,0.3211480362537764,
Holt,OTH,ALP|GRN|LNP|ON,ON,2972.0,0.29929506545820744,
Isaacs,GRN,ALP|LNP,ALP,14504.0,0.8472952447715855,
Isaacs,GRN,ALP|LNP,LNP,2614.0,0.15270475522841453,
Isaacs,ON,ALP|GRN|LNP,ALP,974.0,0.15138327634442028,
Isaacs,ON,ALP|GRN|LNP,LNP,4411.0,0.6855766241840224,
Isaacs,ON,ALP|GRN|LNP,GRN,1049.0,0.16304009947155734,
Isaacs,OTH,ALP|GRN|LNP|ON,ALP,672.0,0.17328519855595667,
Isaacs,OTH,ALP|GRN|LNP|ON,LNP,892.0,0.23001547189272822,
Isaacs,OTH,ALP|GRN|LNP|ON,GRN,869.0,0.22408457968024756,
Isaacs,OTH,ALP|GRN|LNP|ON,ON,1445.0,0.3726147498710676,
Gorton,GRN,ALP|LNP,ALP,13081.0,0.7613199860318939,
Gorton,GRN,ALP|LNP,LNP,4101.0,0.23868001396810615,
Gorton,ON,ALP|GRN|LNP,ALP,2298.0,0.2274797069887151,
Gorton,ON,ALP|GRN|LNP,LNP,5623.0,0.556622450999802,
Gorton,ON,ALP|GRN|LNP,GRN,2181.0,0.21589784201148288,
Gorton,OTH,ALP|GRN|LNP|ON,ALP,3066.0,0.2780447991294096,
Gorton,OTH,ALP|GRN|LNP|ON,LNP,2239.0,0.20304706629182914,
Gorton,OTH,ALP|GRN|LNP|ON,GRN,2757.0,0.25002267162419517,
Gorton,OTH,ALP|GRN|LNP|ON,ON,2965.0,0.26888546295456606,
Lalor,GRN,ALP|LNP,ALP,15785.0,0.824885033444816,
Lalor,GRN,ALP|LNP,LNP,3351.0,0.17511496655518394,
Lalor,ON,ALP|GRN|LNP,ALP,2021.0,0.21614973262032086,
Lalor,ON,ALP|GRN|LNP,LNP,5367.0,0.5740106951871657,
Lalor,ON,ALP|GRN|LNP,GRN,1962.0,0.20983957219251337,
Lalor,IND,ALP|GRN|LNP|ON|OTH,ALP,431.0,0.18185654008438817,
Lalor,IND,ALP|GRN|LNP|ON|OTH,LNP,432.0,0.18227848101265823,
Lalor,IND,ALP|GRN|LNP|ON|OTH,GRN,752.0,0.3172995780590717,
Lalor,IND,ALP|GRN|LNP|ON|OTH,ON,284.0,0.11983122362869199,
Lalor,IND,ALP|GRN|LNP|ON|OTH,OTH,471.0,0.19873417721518988,
Lalor,OTH,ALP|GRN|IND|LNP|ON,ALP,1240.0,0.1957688664351121,
Lalor,OTH,ALP|GRN|IND|LNP|ON,LNP,1504.0,0.23744868961161983,
Lalor,OTH,ALP|GRN|IND|LNP|ON,GRN,1241.0,0.1959267445532049,
Lalor,OTH,ALP|GRN|IND|LNP|ON,ON,2080.0,0.32838648563309125,
Lalor,OTH,ALP|GRN|IND|LNP|ON,IND,269.0,0.042469213766971894,
La Trobe,GRN,ALP|LNP,ALP,12836.0,0.7692676495265492,
La Trobe,GRN,ALP|LNP,LNP,3850.0,0.2307323504734508,
La Trobe,ON,ALP|GRN|LNP,ALP,1908.0,0.16372061094903037,
La Trobe,ON,ALP|GRN|LNP,LNP,7398.0,0.6348035009438819,
La Trobe,ON,ALP|GRN|LNP,GRN,2348.0,0.2014758881070877,
La Trobe,OTH,ALP|GRN|LNP|ON,ALP,1641.0,0.19443127962085308,
La Trobe,OTH,ALP|GRN|LNP|ON,LNP,2149.0,0.2546208530805687,
La Trobe,OTH,ALP|GRN|LNP|ON,GRN,952.0,0.11279620853080569,
La Trobe,OTH,ALP|GRN|LNP|ON,ON,3698.0,0.4381516587677725,
Ballarat,GRN,ALP|LNP,ALP,15209.0,0.8441471943164789,
Ballarat,GRN,ALP|LNP,LNP,2808.0,0.1558528056835211,
Ballarat,ON,ALP|GRN|LNP,ALP,2313.0,0.21472335685109542,
Ballarat,ON,ALP|GRN|LNP,LNP,6734.0,0.6251392499071667,
Ballarat,ON,ALP|GRN|LNP,GRN,1725.0,0.16013739324173784,
Ballarat,IND,ALP|GRN|LNP|ON|OTH,ALP,609.0,0.1829378191649144,
Ballarat,IND,ALP|GRN|LNP|ON|OTH,LNP,414.0,0.12436167017122259,
Ballarat,IND,ALP|GRN|LNP|ON|OTH,GRN,555.0,0.16671673175127666,
Ballarat,IND,ALP|GRN|LNP|ON|OTH,ON,621.0,0.18654250525683388,
Ballarat,IND,ALP|GRN|LNP|ON|OTH,OTH,1130.0,0.3394412736557525,
Ballarat,OTH,ALP|GRN|IND|LNP|ON,ALP,1015.0,0.18232441171187355,
Ballarat,OTH,ALP|GRN|IND|LNP|ON,LNP,1282.0,0.23028561164002156,
Ballarat,OTH,ALP|GRN|IND|LNP|ON,GRN,753.0,0.13526136159511407,
Ballarat,OTH,ALP|GRN|IND|LNP|ON,ON,2122.0,0.3811747799532962,
Ballarat,OTH,ALP|GRN|IND|LNP|ON,IND,395.0,0.07095383509969463,
Bendigo**,GRN,ALP|LNP,ALP,14718.0,0.8247688428131129,
Bendigo**,GRN,ALP|LNP,LNP,3127.0,0.1752311571868871,
Bendigo**,ON,ALP|GRN|LNP|OTH,ALP,1073.0,0.13599493029150825,
Bendigo**,ON,ALP|GRN|LNP|OTH,LNP,4035.0,0.5114068441064639,
Bendigo**,ON,ALP|GRN|LNP|OTH,GRN,1092.0,0.13840304182509505,
Bendigo**,ON,ALP|GRN|LNP|OTH,OTH,1690.0,0.21419518377693283,
Bendigo**,OTH,ALP|GRN|LNP|ON,ALP,3064.0,0.13375823983935042,
Bendigo**,OTH,ALP|GRN|LNP|ON,LNP,12836.0,0.5603527306063648,
Bendigo**,OTH,ALP|GRN|LNP|ON,GRN,4514.0,0.19705766796175841,
Bendigo**,OTH,ALP|GRN|LNP|ON,ON,2493.0,0.10883136159252631,
Corangamite,GRN,ALP|LNP,ALP,17831.0,0.8811524016604072,
Corangamite,GRN,ALP|LNP,LNP,2405.0,0.11884759833959281,
Corangamite,ON,ALP|GRN|IND|LNP,ALP,606.0,0.11098901098901098,
Corangamite,ON,ALP|GRN|IND|LNP,LNP,2721.0,0.49835164835164836,
Corangamite,ON,ALP|GRN|IND|LNP,GRN,350.0,0.0641025641025641,
Corangamite,ON,ALP|GRN|IND|LNP,IND,1783.0,0.32655677655677656,
Corangamite,IND,ALP|GRN|LNP,ALP,1935.0,0.25514240506329117,
Corangamite,IND,ALP|GRN|LNP,LNP,1793.0,0.236418776371308,
Corangamite,IND,ALP|GRN|LNP,GRN,3856.0,0.5084388185654009,
Corangamite,OTH,ALP|GRN|IND|LNP|ON,ALP,1195.0,0.17359093550261476,
Corangamite,OTH,ALP|GRN|IND|LNP|ON,LNP,1232.0,0.178965717606043,
Corangamite,OTH,ALP|GRN|IND|LNP|ON,GRN,1105.0,0.1605171411969785,
Corangamite,OTH,ALP|GRN|IND|LNP|ON,ON,2116.0,0.3073794305636258,
Corangamite,OTH,ALP|GRN|IND|LNP|ON,IND,1236.0,0.17954677513073794,
Corio,GRN,ALP|LNP,ALP,18638.0,0.7718876832601673,
Corio,GRN,ALP|LNP,LNP,5508.0,0.22811231673983268,
Corio,ON,ALP|GRN|LNP,ALP,2470.0,0.19177018633540371,
Corio,ON,ALP|GRN|LNP,LNP,6766.0,0.5253105590062112,
Corio,ON,ALP|GRN|LNP,GRN,3644.0,0.2829192546583851,
Corio,IND,ALP|GRN|LNP|ON,ALP,919.0,0.20605381165919281,
Corio,IND,ALP|GRN|LNP|ON,LNP,715.0,0.16031390134529147,
Corio,IND,ALP|GRN|LNP|ON,GRN,1271.0,0.28497757847533634,
Corio,IND,ALP|GRN|LNP|ON,ON,1555.0,0.3486547085201794,
Corio,OTH,ALP|GRN|IND|LNP|ON,ALP,450.0,0.14023060143346838,
Corio,OTH,ALP|GRN|IND|LNP|ON,LNP,117.0,0.036459956372701774,
Corio,OTH,ALP|GRN|IND|LNP|ON,GRN,1740.0,0.542224992209411,
Corio,OTH,ALP|GRN|IND|LNP|ON,ON,372.0,0.11592396385166719,
Corio,OTH,ALP|GRN|IND|LNP|ON,IND,530.0,0.16516048613275164,
Hawke,GRN,ALP|LNP,ALP,14126.0,0.8177134587554269,
Hawke,GRN,ALP|LNP,LNP,3149.0,0.18228654124457308,
Hawke,ON,ALP|GRN|LNP,ALP,2589.0,0.1983148219073152,
Hawke,ON,ALP|GRN|LNP,LNP,7621.0,0.5837610111068556,
Hawke,ON,ALP|GRN|LNP,GRN,2845.0,0.21792416698582917,
Hawke,OTH,ALP|GRN|LNP|ON,ALP,2496.0,0.21513532149629375,
Hawke,OTH,ALP|GRN|LNP|ON,LNP,1834.0,0.15807619375969661,
Hawke,OTH,ALP|GRN|LNP|ON,GRN,4252.0,0.3664885364592312,
Hawke,OTH,ALP|GRN|LNP|ON,ON,3020.0,0.2602999482847785,
Casey,GRN,ALP|IND|LNP,ALP,6227.0,0.42894537438864777,
Casey,GRN,ALP|IND|LNP,LNP,874.0,0.060205276572294554,
Casey,GRN,ALP|IND|LNP,IND,7416.0,0.5108493490390577,
Casey,ON,ALP|GRN|IND|LNP,ALP,887.0,0.09228048272992093,
Casey,ON,ALP|GRN|IND|LNP,LNP,5144.0,0.5351643778610071,
Casey,ON,ALP|GRN|IND|LNP,GRN,1032.0,0.10736579275905118,
Casey,ON,ALP|GRN|IND|LNP,IND,2549.0,0.2651893466500208,
Casey,IND,ALP|LNP,ALP,17374.0,0.7613496932515338,
Casey,IND,ALP|LNP,LNP,5446.0,0.23865030674846627,
Casey,OTH,ALP|GRN|IND|LNP|ON,ALP,776.0,0.08390096226619094,
Casey,OTH,ALP|GRN|IND|LNP|ON,LNP,1821.0,0.19688614985403827,
Casey,OTH,ALP|GRN|IND|LNP|ON,GRN,1378.0,0.14898907990052979,
Casey,OTH,ALP|GRN|IND|LNP|ON,ON,4009.0,0.4334522651097416,
Casey,OTH,ALP|GRN|IND|LNP|ON,IND,1265.0,0.1367715428694994,
Flinders*,ALP,IND|LNP,LNP,23548.0,0.7798900443796781,
Flinders*,ALP,IND|LNP,IND,6646.0,0.22010995562032193,
Flinders*,GRN,ALP|IND|LNP,ALP,3525.0,0.44222807677832143,
Flinders*,GRN,ALP|IND|LNP,LNP,572.0,0.07176013047296449,
Flinders*,GRN,ALP|IND|LNP,IND,3874.0,0.4860117927487141,
Flinders*,ON,ALP|GRN|IND|LNP,ALP,696.0,0.093560962494959,
Flinders*,ON,ALP|GRN|IND|LNP,LNP,4656.0,0.6258905766904154,
Flinders*,ON,ALP|GRN|IND|LNP,GRN,360.0,0.04839360129049603,
Flinders*,ON,ALP|GRN|IND|LNP,IND,1727.0,0.2321548595241296,
Flinders*,OTH,ALP|GRN|IND|LNP|ON,ALP,351.0,0.08511154219204656,
Flinders*,OTH,ALP|GRN|IND|LNP|ON,LNP,841.0,0.20392822502424832,
Flinders*,OTH,ALP|GRN|IND|LNP|ON,GRN,306.0,0.07419980601357905,
Flinders*,OTH,ALP|GRN|IND|LNP|ON,ON,1348.0,0.3268671193016489,
Flinders*,OTH,ALP|GRN|IND|LNP|ON,IND,1278.0,0.3098933074684772,
Gippsland,GRN,ALP|LNP|ON,ALP,6844.0,0.7429439861050803,
Gippsland,GRN,ALP|LNP|ON,LNP,1710.0,0.18562744246634824,
Gippsland,GRN,ALP|LNP|ON,ON,658.0,0.07142857142857142,
Gippsland,ON,ALP|LNP,ALP,2626.0,0.15270105250915858,
Gippsland,ON,ALP|LNP,LNP,14571.0,0.8472989474908414,
Gippsland,OTH,ALP|GRN|LNP|ON,ALP,341.0,0.09982435597189696,
Gippsland,OTH,ALP|GRN|LNP|ON,LNP,1339.0,0.39197892271662765,
Gippsland,OTH,ALP|GRN|LNP|ON,GRN,315.0,0.09221311475409837,
Gippsland,OTH,ALP|GRN|LNP|ON,ON,1421.0,0.41598360655737704,
Monash*,GRN,ALP|IND|LNP|ON|OTH,ALP,2238.0,0.3611424883007907,
Monash*,GRN,ALP|IND|LNP|ON|OTH,LNP,307.0,0.04954010004841052,
Monash*,GRN,ALP|IND|LNP|ON|OTH,ON,295.0,0.04760367919961272,
Monash*,GRN,ALP|IND|LNP|ON|OTH,IND,2968.0,0.4789414232693239,
Monash*,GRN,ALP|IND|LNP|ON|OTH,OTH,389.0,0.06277230918186219,
Monash*,ON,ALP|IND|LNP|OTH,ALP,1641.0,0.15391108610016882,
Monash*,ON,ALP|IND|LNP|OTH,LNP,3191.0,0.29928718814481337,
Monash*,ON,ALP|IND|LNP|OTH,IND,1390.0,0.13036953667229412,
Monash*,ON,ALP|IND|LNP|OTH,OTH,4440.0,0.41643218908272367,
Monash*,OTH,ALP|GRN|IND|LNP|ON,ALP,3776.0,0.1747662686290845,
Monash*,OTH,ALP|GRN|IND|LNP|ON,LNP,10947.0,0.5066648153290753,
Monash*,OTH,ALP|GRN|IND|LNP|ON,GRN,1135.0,0.05253170415625289,
Monash*,OTH,ALP|GRN|IND|LNP|ON,ON,1421.0,0.06576876793483291,
Monash*,OTH,ALP|GRN|IND|LNP|ON,IND,4327.0,0.2002684439507544,
Indi*,ALP,IND|LNP|ON,LNP,1528.0,0.14272370633289744,
Indi*,ALP,IND|LNP|ON,ON,1359.0,0.12693816551466466,
Indi*,ALP,IND|LNP|ON,IND,7819.0,0.7303381281524379,
Indi*,GRN,ALP|IND|LNP|ON,ALP,1237.0,0.2469061876247505,
Indi*,GRN,ALP|IND|LNP|ON,LNP,300.0,0.059880239520958084,
Indi*,GRN,ALP|IND|LNP|ON,ON,668.0,0.13333333333333333,
Indi*,GRN,ALP|IND|LNP|ON,IND,2805.0,0.5598802395209581,
Indi*,ON,IND|LNP,LNP,8018.0,0.6334834478944458,
Indi*,ON,IND|LNP,IND,4639.0,0.3665165521055542,
Indi*,OTH,ALP|GRN|IND|LNP|ON,ALP,645.0,0.07781397032211365,
Indi*,OTH,ALP|GRN|IND|LNP|ON,LNP,1426.0,0.17203522740982025,
Indi*,OTH,ALP|GRN|IND|LNP|ON,GRN,1171.0,0.14127156472433344,
Indi*,OTH,ALP|GRN|IND|LNP|ON,ON,3019.0,0.364217637833273,
Indi*,OTH,ALP|GRN|IND|LNP|ON,IND,2028.0,0.24466159971045964,
McEwen,GRN,ALP|LNP,ALP,13788.0,0.7558381756386361,
McEwen,GRN,ALP|LNP,LNP,4454.0,0.24416182436136388,
McEwen,ON,ALP|GRN|LNP,ALP,2064.0,0.18186624372191382,
McEwen,ON,ALP|GRN|LNP,LNP,6963.0,0.6135342320909332,
McEwen,ON,ALP|GRN|LNP,GRN,2322.0,0.20459952418715305,
McEwen,OTH,ALP|GRN|LNP|ON,ALP,2357.0,0.180834739911002,
McEwen,OTH,ALP|GRN|LNP|ON,LNP,1888.0,0.1448519257326991,
McEwen,OTH,ALP|GRN|LNP|ON,GRN,4309.0,0.33059690041430106,
McEwen,OTH,ALP|GRN|LNP|ON,ON,4480.0,0.34371643394199786,
Nicholls,GRN,ALP|LNP|ON,ALP,6303.0,0.6829558998808105,
Nicholls,GRN,ALP|LNP|ON,LNP,2053.0,0.22245096976920575,
Nicholls,GRN,ALP|LNP|ON,ON,873.0,0.09459313034998375,
Nicholls,ON,ALP|LNP,ALP,3885.0,0.21423844711591486,
Nicholls,ON,ALP|LNP,LNP,14249.0,0.7857615528840851,
Nicholls,OTH,ALP|GRN|LNP|ON,ALP,1815.0,0.16808668271902205,
Nicholls,OTH,ALP|GRN|LNP|ON,LNP,2823.0,0.2614373032042971,
Nicholls,OTH,ALP|GRN|LNP|ON,GRN,994.0,0.09205408408964623,
Nicholls,OTH,ALP|GRN|LNP|ON,ON,5166.0,0.47842192998703464,
Mallee,GRN,ALP|LNP|ON,ALP,6473.0,0.5928741527752336,
Mallee,GRN,ALP|LNP|ON,LNP,3498.0,0.32038834951456313,
Mallee,GRN,ALP|LNP|ON,ON,947.0,0.08673749771020334,
Mallee,ON,ALP|LNP,ALP,4200.0,0.23987663487349364,
Mallee,ON,ALP|LNP,LNP,13309.0,0.7601233651265064,
Mallee,OTH,ALP|GRN|LNP|ON,ALP,1598.0,0.13988095238095238,
Mallee,OTH,ALP|GRN|LNP|ON,LNP,3237.0,0.28335084033613445,
Mallee,OTH,ALP|GRN|LNP|ON,GRN,1441.0,0.12613795518207283,
Mallee,OTH,ALP|GRN|LNP|ON,ON,5148.0,0.45063025210084034,
Wannon,ALP,IND|LNP,LNP,4341.0,0.2967596390484003,
Wannon,ALP,IND|LNP,IND,10287.0,0.7032403609515997,
Wannon,GRN,ALP|IND|LNP|ON,ALP,1262.0,0.291320406278855,
Wannon,GRN,ALP|IND|LNP|ON,LNP,347.0,0.08010156971375808,
Wannon,GRN,ALP|IND|LNP|ON,ON,341.0,0.07871652816251154,
Wannon,GRN,ALP|IND|LNP|ON,IND,2382.0,0.5498614958448753,
