Seat,Eliminated,AliveSet,Recipient,Votes,Share, 
Braddon,OTH,ALP|GRN|IND|LNP|ON,LNP,500.0,0.1488095238095238,
Braddon,OTH,ALP|GRN|IND|LNP|ON,GRN,508.0,0.15119047619047618,
Braddon,OTH,ALP|GRN|IND|LNP|ON,ON,1355.0,0.40327380952380953,
Braddon,OTH,ALP|GRN|IND|LNP|ON,IND,637.0,0.18958333333333333,
Lyons,GRN,ALP|LNP,ALP,9194.0,0.7680227215771448,
Lyons,GRN,ALP|LNP,LNP,2777.0,0.23197727842285523,
Lyons,ON,ALP|GRN|LNP,ALP,2499.0,0.2832690999773294,
Lyons,ON,ALP|GRN|LNP,LNP,4632.0,0.5250510088415326,
Lyons,ON,ALP|GRN|LNP,GRN,1691.0,0.19167989118113807,
Lyons,IND,ALP|GRN|LNP|ON|OTH,ALP,566.0,0.2223968565815324,
Lyons,IND,ALP|GRN|LNP|ON|OTH,LNP,273.0,0.10726915520628684,
Lyons,IND,ALP|GRN|LNP|ON|OTH,GRN,668.0,0.262475442043222,
Lyons,IND,ALP|GRN|LNP|ON|OTH,ON,339.0,0.13320235756385068,
Lyons,IND,ALP|GRN|LNP|ON|OTH,OTH,699.0,0.27465618860510804,
Lyons,OTH,ALP|GRN|LNP|ON,ALP,1975.0,0.23841139546112988,
Lyons,OTH,ALP|GRN|LNP|ON,LNP,1708.0,0.2061805890873974,
Lyons,OTH,ALP|GRN|LNP|ON,GRN,1272.0,0.15354901014002897,
Lyons,OTH,ALP|GRN|LNP|ON,ON,3329.0,0.40185900531144375,
Bean,LNP,ALP|IND,ALP,4841.0,0.20205350807629702,
Bean,LNP,ALP|IND,IND,19118.0,0.797946491923703,
Bean,GRN,ALP|IND|LNP,ALP,4701.0,0.48180793276621914,
Bean,GRN,ALP|IND|LNP,LNP,294.0,0.030132212770318745,
Bean,GRN,ALP|IND|LNP,IND,4762.0,0.4880598544634621,
Canberra,LNP,ALP|GRN,ALP,14900.0,0.7330873308733087,
Canberra,LNP,ALP|GRN,GRN,5425.0,0.26691266912669126,
Canberra,IND,ALP|GRN|LNP,ALP,4488.0,0.40301724137931033,
Canberra,IND,ALP|GRN|LNP,LNP,2715.0,0.24380387931034483,
Canberra,IND,ALP|GRN|LNP,GRN,3933.0,0.3531788793103448,
Canberra,OTH,ALP|GRN|IND|LNP,ALP,415.0,0.16733870967741934,
Canberra,OTH,ALP|GRN|IND|LNP,LNP,509.0,0.20524193548387096,
Canberra,OTH,ALP|GRN|IND|LNP,GRN,607.0,0.24475806451612903,
Canberra,OTH,ALP|GRN|IND|LNP,IND,949.0,0.38266129032258067,
Fenner,GRN,ALP|LNP,ALP,15063.0,0.8926222222222222,
Fenner,GRN,ALP|LNP,LNP,1812.0,0.10737777777777778,
Fenner,OTH,ALP|GRN|LNP,ALP,2206.0,0.2970643684352276,
Fenner,OTH,ALP|GRN|LNP,LNP,3837.0,0.5166980877996229,
Fenner,OTH,ALP|GRN|LNP,GRN,1383.0,0.18623754376514948,
Solomon*,GRN,ALP|IND|LNP,ALP,2536.0,0.38848039215686275,
Solomon*,GRN,ALP|IND|LNP,LNP,989.0,0.15150122549019607,
Solomon*,GRN,ALP|IND|LNP,IND,3003.0,0.4600183823529412,
Solomon*,ON,ALP|GRN|IND|LNP,ALP,322.0,0.07617695765318193,
Solomon*,ON,ALP|GRN|IND|LNP,LNP,2265.0,0.5358410220014195,
Solomon*,ON,ALP|GRN|IND|LNP,GRN,244.0,0.05772415424651053,
Solomon*,ON,ALP|GRN|IND|LNP,IND,1396.0,0.3302578660988881,
Solomon*,IND,ALP|LNP,ALP,8076.0,0.6534509264503601,
Solomon*,IND,ALP|LNP,LNP,4283.0,0.34654907354963993,
Solomon*,OTH,ALP|GRN|IND|LNP|ON,ALP,168.0,0.16216216216216217,
Solomon*,OTH,ALP|GRN|IND|LNP|ON,LNP,98.0,0.0945945945945946,
Solomon*,OTH,ALP|GRN|IND|LNP|ON,GRN,117.0,0.11293436293436293,
Solomon*,OTH,ALP|GRN|IND|LNP|ON,ON,194.0,0.18725868725868725,
Solomon*,OTH,ALP|GRN|IND|LNP|ON,IND,459.0,0.44305019305019305,
Lingiari,GRN,ALP|LNP,ALP,4706.0,0.763465282284231,
Lingiari,GRN,ALP|LNP,LNP,1458.0,0.23653471771576898,
Lingiari,ON,ALP|GRN|LNP,ALP,626.0,0.1371904448827526,
Lingiari,ON,ALP|GRN|LNP,LNP,3209.0,0.7032653955730879,
Lingiari,ON,ALP|GRN|LNP,GRN,728.0,0.15954415954415954,
Lingiari,OTH,ALP|GRN|LNP|ON,ALP,820.0,0.3505771697306541,
Lingiari,OTH,ALP|GRN|LNP|ON,LNP,298.0,0.12740487387772553,
Lingiari,OTH,ALP|GRN|LNP|ON,GRN,790.0,0.337751175716118,
Lingiari,OTH,ALP|GRN|LNP|ON,ON,431.0,0.18426678067550234,
New South Wales,ALP,IND|LNP|OTH,LNP,33075.0,0.24297520661157024,
New South Wales,ALP,IND|LNP|OTH,IND,97790.0,0.7183838383838383,
New South Wales,ALP,IND|LNP|OTH,OTH,5260.0,0.03864095500459137,
New South Wales,LNP,ALP|GRN|IND|ON,ALP,65430.0,0.5223618451516071,
New South Wales,LNP,ALP|GRN|IND|ON,GRN,21331.0,0.17029650800747256,
New South Wales,LNP,ALP|GRN|IND|ON,ON,19916.0,0.15899982436251578,
New South Wales,LNP,ALP|GRN|IND|ON,IND,18581.0,0.14834182247840458,
New South Wales,GRN,ALP|IND|LNP|ON|OTH,ALP,397021.0,0.7199452362818699,
New South Wales,GRN,ALP|IND|LNP|ON|OTH,LNP,86092.0,0.15611649076995612,
New South Wales,GRN,ALP|IND|LNP|ON|OTH,ON,8679.0,0.015738222173865737,
New South Wales,GRN,ALP|IND|LNP|ON|OTH,IND,56308.0,0.1021071337903021,
New South Wales,GRN,ALP|IND|LNP|ON|OTH,OTH,3360.0,0.006092916984006093,
New South Wales,ON,ALP|GRN|IND|LNP|OTH,ALP,81186.0,0.19802381085952764,
New South Wales,ON,ALP|GRN|IND|LNP|OTH,LNP,251551.0,0.6135674580041515,
New South Wales,ON,ALP|GRN|IND|LNP|OTH,GRN,43034.0,0.1049658398803847,
New South Wales,ON,ALP|GRN|IND|LNP|OTH,IND,31731.0,0.07739626958322458,
New South Wales,ON,ALP|GRN|IND|LNP|OTH,OTH,2479.0,0.006046621672711662,
New South Wales,IND,ALP|GRN|LNP|ON|OTH,ALP,98950.0,0.48220307596343154,
New South Wales,IND,ALP|GRN|LNP|ON|OTH,LNP,64370.0,0.31368784234225455,
New South Wales,IND,ALP|GRN|LNP|ON|OTH,GRN,16012.0,0.07802966803766008,
New South Wales,IND,ALP|GRN|LNP|ON|OTH,ON,18403.0,0.08968148769029843,
New South Wales,IND,ALP|GRN|LNP|ON|OTH,OTH,7469.0,0.03639792596635543,
New South Wales,OTH,ALP|GRN|IND|LNP|ON,ALP,57328.0,0.15269428381938138,
New South Wales,OTH,ALP|GRN|IND|LNP|ON,LNP,75591.0,0.20133815252914558,
New South Wales,OTH,ALP|GRN|IND|LNP|ON,GRN,49765.0,0.1325500808378369,
New South Wales,OTH,ALP|GRN|IND|LNP|ON,ON,126785.0,0.33769440367778863,
New South Wales,OTH,ALP|GRN|IND|LNP|ON,IND,65974.0,0.17572307913584753,
Victoria,ALP,IND|LNP|ON,LNP,36999.0,0.4068372497058597,
Victoria,ALP,IND|LNP|ON,ON,1359.0,0.01494342610206393,
Victoria,ALP,IND|LNP|ON,IND,52585.0,0.5782193241920763,
Victoria,LNP,ALP|GRN|IND,ALP,68369.0,0.6491857760053173,
Victoria,LNP,ALP|GRN|IND,GRN,23261.0,0.22087072116982387,
Victoria,LNP,ALP|GRN|IND,IND,13685.0,0.12994350282485875,
Victoria,GRN,ALP|IND|LNP|ON|OTH,ALP,418916.0,0.7704613211555191,
Victoria,GRN,ALP|IND|LNP|ON|OTH,LNP,85517.0,0.15728103199986757,
Victoria,GRN,ALP|IND|LNP|ON|OTH,ON,3782.0,0.006955773273425158,
Victoria,GRN,ALP|IND|LNP|ON|OTH,IND,35117.0,0.06458643311551329,
Victoria,GRN,ALP|IND|LNP|ON|OTH,OTH,389.0,0.0007154404556748774,
Victoria,ON,ALP|GRN|IND|LNP|OTH,ALP,54541.0,0.16361727339543117,
Victoria,ON,ALP|GRN|IND|LNP|OTH,LNP,200673.0,0.6019979300724475,
Victoria,ON,ALP|GRN|IND|LNP|OTH,GRN,44626.0,0.1338733144339948,
Victoria,ON,ALP|GRN|IND|LNP|OTH,IND,23287.0,0.06985855495057673,
Victoria,ON,ALP|GRN|IND|LNP|OTH,OTH,10218.0,0.030652927147549837,
Victoria,IND,ALP|GRN|LNP|ON|OTH,ALP,37886.0,0.4036394242550154,
Victoria,IND,ALP|GRN|LNP|ON|OTH,LNP,22122.0,0.23568894428996068,
Victoria,IND,ALP|GRN|LNP|ON|OTH,GRN,26491.0,0.2822364986522624,
Victoria,IND,ALP|GRN|LNP|ON|OTH,ON,5043.0,0.05372838559145971,
Victoria,IND,ALP|GRN|LNP|ON|OTH,OTH,2319.0,0.024706747211301817,
Victoria,OTH,ALP|GRN|IND|LNP|ON,ALP,55453.0,0.16820709131224768,
Victoria,OTH,ALP|GRN|IND|LNP|ON,LNP,77092.0,0.23384525784797572,
Victoria,OTH,ALP|GRN|IND|LNP|ON,GRN,84704.0,0.2569349442322801,
Victoria,OTH,ALP|GRN|IND|LNP|ON,ON,83209.0,0.25240012011975577,
Victoria,OTH,ALP|GRN|IND|LNP|ON,IND,29213.0,0.08861258648774081,
Queensland,ALP,GRN|IND|LNP|ON|OTH,LNP,31462.0,0.33190564604607986,
Queensland,ALP,GRN|IND|LNP|ON|OTH,GRN,23407.0,0.2469301206852899,
Queensland,ALP,GRN|IND|LNP|ON|OTH,ON,8451.0,0.08915309308802431,
Queensland,ALP,GRN|IND|LNP|ON|OTH,IND,16372.0,0.17271499704616422,
Queensland,ALP,GRN|IND|LNP|ON|OTH,OTH,15100.0,0.15929614313444174,
Queensland,LNP,ALP|GRN,ALP,27110.0,0.7946651033269823,
Queensland,LNP,ALP|GRN,GRN,7005.0,0.20533489667301774,
Queensland,GRN,ALP|IND|LNP|ON|OTH,ALP,264084.0,0.7104360528460861,
Queensland,GRN,ALP|IND|LNP|ON|OTH,LNP,54714.0,0.1471910384401204,
Queensland,GRN,ALP|IND|LNP|ON|OTH,ON,23525.0,0.06328671234608753,
Queensland,GRN,ALP|IND|LNP|ON|OTH,IND,22489.0,0.06049967583214293,
Queensland,GRN,ALP|IND|LNP|ON|OTH,OTH,6909.0,0.018586520535562964,
Queensland,ON,ALP|GRN|IND|LNP|OTH,ALP,94250.0,0.23001774248262968,
Queensland,ON,ALP|GRN|IND|LNP|OTH,LNP,262446.0,0.6405011824254242,
Queensland,ON,ALP|GRN|IND|LNP|OTH,GRN,19295.0,0.04708957391196117,
Queensland,ON,ALP|GRN|IND|LNP|OTH,IND,22797.0,0.05563622785545368,
Queensland,ON,ALP|GRN|IND|LNP|OTH,OTH,10963.0,0.026755273324531238,
Queensland,IND,ALP|GRN|LNP|ON|OTH,ALP,75132.0,0.5284956598809809,
Queensland,IND,ALP|GRN|LNP|ON|OTH,LNP,42331.0,0.2977659290105654,
Queensland,IND,ALP|GRN|LNP|ON|OTH,GRN,10515.0,0.0739649132679619,
Queensland,IND,ALP|GRN|LNP|ON|OTH,ON,6804.0,0.04786089109607349,
Queensland,IND,ALP|GRN|LNP|ON|OTH,OTH,7380.0,0.05191260674441834,
Queensland,OTH,ALP|GRN|IND|LNP|ON,ALP,60675.0,0.17868133615650336,
Queensland,OTH,ALP|GRN|IND|LNP|ON,LNP,78833.0,0.2321546892991451,
Queensland,OTH,ALP|GRN|IND|LNP|ON,GRN,36606.0,0.10780072503246743,
Queensland,OTH,ALP|GRN|IND|LNP|ON,ON,149430.0,0.4400552461782661,
Queensland,OTH,ALP|GRN|IND|LNP|ON,IND,14027.0,0.041308003333618004,
Western Australia,ALP,IND|LNP,LNP,4050.0,0.20332346001305288,
Western Australia,ALP,IND|LNP,IND,15869.0,0.7966765399869471,
Western Australia,LNP,ALP|IND,ALP,5933.0,0.2560196772244757,
Western Australia,LNP,ALP|IND,IND,17241.0,0.7439803227755243,
Western Australia,GRN,ALP|IND|LNP|ON,ALP,173205.0,0.7171069791705481,
Western Australia,GRN,ALP|IND|LNP|ON,LNP,44630.0,0.18477806345302714,
Western Australia,GRN,ALP|IND|LNP|ON,ON,6077.0,0.02516012304736827,
Western Australia,GRN,ALP|IND|LNP|ON,IND,17621.0,0.07295483432905649,
Western Australia,ON,ALP|GRN|IND|LNP|OTH,ALP,26725.0,0.16167378495118026,
Western Australia,ON,ALP|GRN|IND|LNP|OTH,LNP,109328.0,0.6613834073392941,
Western Australia,ON,ALP|GRN|IND|LNP|OTH,GRN,18515.0,0.11200711425149121,
Western Australia,ON,ALP|GRN|IND|LNP|OTH,IND,8920.0,0.0539618395421713,
Western Australia,ON,ALP|GRN|IND|LNP|OTH,OTH,1814.0,0.010973853915863087,
Western Australia,IND,ALP|GRN|LNP|ON|OTH,ALP,27713.0,0.534133837021047,
Western Australia,IND,ALP|GRN|LNP|ON|OTH,LNP,19916.0,0.3838562948115026,
Western Australia,IND,ALP|GRN|LNP|ON|OTH,GRN,1975.0,0.03806568498959217,
Western Australia,IND,ALP|GRN|LNP|ON|OTH,ON,900.0,0.017346388096523013,
Western Australia,IND,ALP|GRN|LNP|ON|OTH,OTH,1380.0,0.026597795081335286,
Western Australia,OTH,ALP|GRN|IND|LNP|ON,ALP,24288.0,0.1941393698143974,
Western Australia,OTH,ALP|GRN|IND|LNP|ON,LNP,28789.0,0.23011686090195516,
Western Australia,OTH,ALP|GRN|IND|LNP|ON,GRN,29847.0,0.23857368951129443,
Western Australia,OTH,ALP|GRN|IND|LNP|ON,ON,35927.0,0.28717247773887744,
Western Australia,OTH,ALP|GRN|IND|LNP|ON,IND,6255.0,0.04999760203347561,
South Australia,LNP,ALP|OTH,ALP,6291.0,0.1711790155369922,
South Australia,LNP,ALP|OTH,OTH,30460.0,0.8288209844630078,
South Australia,GRN,ALP|IND|LNP|ON|OTH,ALP,145223.0,0.7543424962081073,
South Australia,GRN,ALP|IND|LNP|ON|OTH,LNP,32821.0,0.170484531155852,
South Australia,GRN,ALP|IND|LNP|ON|OTH,ON,3518.0,0.018273805813542772,
South Australia,GRN,ALP|IND|LNP|ON|OTH,IND,2535.0,0.01316773670759833,
South Australia,GRN,ALP|IND|LNP|ON|OTH,OTH,8419.0,0.04373143011489954,
South Australia,ON,ALP|GRN|IND|LNP|OTH,ALP,24393.0,0.21561538733514832,
South Australia,ON,ALP|GRN|IND|LNP|OTH,LNP,59711.0,0.5277993847894495,
South Australia,ON,ALP|GRN|IND|LNP|OTH,GRN,16958.0,0.14989569706183928,
South Australia,ON,ALP|GRN|IND|LNP|OTH,IND,8139.0,0.07194250963476294,
South Australia,ON,ALP|GRN|IND|LNP|OTH,OTH,3931.0,0.034747021178799985,
South Australia,IND,ALP|GRN|LNP|ON|OTH,ALP,22310.0,0.4362022445548039,
South Australia,IND,ALP|GRN|LNP|ON|OTH,LNP,17449.0,0.34116059906933094,
South Australia,IND,ALP|GRN|LNP|ON|OTH,GRN,7431.0,0.1452899542486216,
South Australia,IND,ALP|GRN|LNP|ON|OTH,ON,2632.0,0.051460524772220705,
South Australia,IND,ALP|GRN|LNP|ON|OTH,OTH,1324.0,0.025886677355022876,
South Australia,OTH,ALP|GRN|IND|LNP|ON,ALP,12382.0,0.1613941787562403,
South Australia,OTH,ALP|GRN|IND|LNP|ON,LNP,13427.0,0.1750153156323727,
South Australia,OTH,ALP|GRN|IND|LNP|ON,GRN,15203.0,0.19816473103142637,
South Australia,OTH,ALP|GRN|IND|LNP|ON,ON,30218.0,0.3938789608832232,
South Australia,OTH,ALP|GRN|IND|LNP|ON,IND,5489.0,0.07154681369673745,
Tasmania,LNP,ALP|IND,ALP,12713.0,0.44685413005272406,
Tasmania,LNP,ALP|IND,IND,15737.0,0.5531458699472759,
Tasmania,GRN,ALP|IND|LNP|ON,ALP,31186.0,0.624032016008004,
Tasmania,GRN,ALP|IND|LNP|ON,LNP,6216.0,0.12438219109554777,
Tasmania,GRN,ALP|IND|LNP|ON,ON,1820.0,0.03641820910455228,
Tasmania,GRN,ALP|IND|LNP|ON,IND,10753.0,0.21516758379189596,
Tasmania,ON,ALP|GRN|IND|LNP|OTH,ALP,10109.0,0.30325483725813707,
Tasmania,ON,ALP|GRN|IND|LNP|OTH,LNP,16991.0,0.5097045147742613,
Tasmania,ON,ALP|GRN|IND|LNP|OTH,GRN,3455.0,0.10364481775911205,
Tasmania,ON,ALP|GRN|IND|LNP|OTH,IND,1788.0,0.053637318134093295,
Tasmania,ON,ALP|GRN|IND|LNP|OTH,OTH,992.0,0.02975851207439628,
Tasmania,IND,ALP|GRN|LNP|ON|OTH,ALP,3593.0,0.25505785475970755,
Tasmania,IND,ALP|GRN|LNP|ON|OTH,LNP,2595.0,0.1842123944061901,
Tasmania,IND,ALP|GRN|LNP|ON|OTH,GRN,3553.0,0.25221835735074893,
Tasmania,IND,ALP|GRN|LNP|ON|OTH,ON,3647.0,0.25889117626180164,
Tasmania,IND,ALP|GRN|LNP|ON|OTH,OTH,699.0,0.049620217221551785,
Tasmania,OTH,ALP|GRN|IND|LNP|ON,ALP,3818.0,0.19633857862799547,
Tasmania,OTH,ALP|GRN|IND|LNP|ON,LNP,4278.0,0.21999382906510337,
Tasmania,OTH,ALP|GRN|IND|LNP|ON,GRN,2156.0,0.11087113030957524,
Tasmania,OTH,ALP|GRN|IND|LNP|ON,ON,5739.0,0.2951249614316569,
Tasmania,OTH,ALP|GRN|IND|LNP|ON,IND,3455.0,0.17767150056566902,
ACT,LNP,ALP|GRN|IND,ALP,19741.0,0.44578177219763343,
ACT,LNP,ALP|GRN|IND,GRN,5425.0,0.12250474211904977,
ACT,LNP,ALP|GRN|IND,IND,19118.0,0.4317134856833168,
ACT,GRN,ALP|IND|LNP,ALP,19764.0,0.7421147491739261,
ACT,GRN,ALP|IND|LNP,LNP,2106.0,0.07907780114148392,
ACT,GRN,ALP|IND|LNP,IND,4762.0,0.17880744968458998,
ACT,IND,ALP|GRN|LNP,ALP,4488.0,0.40301724137931033,
ACT,IND,ALP|GRN|LNP,LNP,2715.0,0.24380387931034483,
ACT,IND,ALP|GRN|LNP,GRN,3933.0,0.3531788793103448,
ACT,OTH,ALP|GRN|IND|LNP,ALP,2621.0,0.2645871189178276,
ACT,OTH,ALP|GRN|IND|LNP,LNP,4346.0,0.4387240056531395,
ACT,OTH,ALP|GRN|IND|LNP,GRN,1990.0,0.2008883504946497,
ACT,OTH,ALP|GRN|IND|LNP,IND,949.0,0.09580052493438321,
Northern Territory,GRN,ALP|IND|LNP,ALP,7242.0,0.5705956508036558,
Northern Territory,GRN,ALP|IND|LNP,LNP,2447.0,0.19279861329971637,
Northern Territory,GRN,ALP|IND|LNP,IND,3003.0,0.23660573589662778,
Northern Territory,ON,ALP|GRN|IND|LNP,ALP,948.0,0.10784982935153584,
Northern Territory,ON,ALP|GRN|IND|LNP,LNP,5474.0,0.6227531285551763,
Northern Territory,ON,ALP|GRN|IND|LNP,GRN,972.0,0.110580204778157,
Northern Territory,ON,ALP|GRN|IND|LNP,IND,1396.0,0.15881683731513083,
Northern Territory,IND,ALP|LNP,ALP,8076.0,0.6534509264503601,
Northern Territory,IND,ALP|LNP,LNP,4283.0,0.34654907354963993,
Northern Territory,OTH,ALP|GRN|IND|LNP|ON,ALP,988.0,0.29274074074074075,
Northern Territory,OTH,ALP|GRN|IND|LNP|ON,LNP,396.0,0.11733333333333333,
Northern Territory,OTH,ALP|GRN|IND|LNP|ON,GRN,907.0,0.2687407407407407,
Northern Territory,OTH,ALP|GRN|IND|LNP|ON,ON,625.0,0.18518518518518517,
Northern Territory,OTH,ALP|GRN|IND|LNP|ON,IND,459.0,0.136,
Calwell*,LNP,ALP|IND,ALP,6345.0,0.31677483774338494,
Calwell*,LNP,ALP|IND,IND,13685.0,0.6832251622566151,
Calwell*,GRN,ALP|IND|LNP,ALP,10259.0,0.6864043891342165,
Calwell*,GRN,ALP|IND|LNP,LNP,989.0,0.06617155091663321,
Calwell*,GRN,ALP|IND|LNP,IND,3698.0,0.2474240599491503,
Calwell*,ON,ALP|GRN|IND|LNP|OTH,ALP,498.0,0.0994408945686901,
Calwell*,ON,ALP|GRN|IND|LNP|OTH,LNP,1261.0,0.25179712460063897,
Calwell*,ON,ALP|GRN|IND|LNP|OTH,GRN,327.0,0.06529552715654952,
Calwell*,ON,ALP|GRN|IND|LNP|OTH,IND,1877.0,0.37480031948881787,
Calwell*,ON,ALP|GRN|IND|LNP|OTH,OTH,1045.0,0.20866613418530353,
Calwell*,OTH,ALP|GRN|IND|LNP|ON,ALP,2033.0,0.2018066309311098,
Calwell*,OTH,ALP|GRN|IND|LNP|ON,LNP,1198.0,0.11891999205876513,
Calwell*,OTH,ALP|GRN|IND|LNP|ON,GRN,1325.0,0.13152670240222356,
Calwell*,OTH,ALP|GRN|IND|LNP|ON,ON,1133.0,0.11246773873337304,
Calwell*,OTH,ALP|GRN|IND|LNP|ON,IND,4385.0,0.4352789358745285,
